node_id,up_node_id,dest_node_id,name,turn_type,turn_direction,prohibited_flag,
132738639,132738636,132738537, ,Left,EBL,0,
132738639,132738636,132684261, ,Right,EBR,0,
132738639,132738636,133035537, ,Through,EBT,0,
132738639,132684261,132738537, ,Through,NBT,0,
132738639,132684261,132738636, ,Left,NBL,0,
132738639,132684261,133035537, ,Right,NBR,0,
132738639,133035537,132738537, ,Right,WBR,0,
132738639,133035537,132738636, ,Through,WBT,0,
132738639,133035537,132684261, ,Left,WBL,0,
132738640,132738579,132738644, ,Left,SBL,0,
132738640,132738579,133035535, ,Right,SBR,0,
132738640,132738644,132738579, ,Right,WBR,0,
132738640,132738644,133035535, ,Through,WBT,0,
132738640,133035535,132738579, ,Left,EBL,0,
132738640,133035535,132738644, ,Through,EBT,0,
132738644,132738581,132738640, ,Right,SBR,0,
132738644,132738581,132738750, ,Through,SBT,0,
132738644,132738581,133035534, ,Left,SBL,0,
132738644,132738640,132738581, ,Left,EBL,0,
132738644,132738640,132738750, ,Right,EBR,0,
132738644,132738640,133035534, ,Through,EBT,0,
132738644,132738750,132738581, ,Through,NBT,0,
132738644,132738750,132738640, ,Left,NBL,0,
132738644,132738750,133035534, ,Right,NBR,0,
132738644,133035534,132738581, ,Right,WBR,0,
132738644,133035534,132738640, ,Through,WBT,0,
132738644,133035534,132738750, ,Left,WBL,0,
132738645,132738314,132739367, ,Through,SBT,0,
132738645,132738314,133035534, ,Right,SBR,0,
132738645,132738314,133035559, ,Left,SBL,0,
132738645,132739367,132738314, ,Through,NBT,0,
132738645,132739367,133035534, ,Left,NBL,0,
132738645,132739367,133035559, ,Right,NBR,0,
132738645,133035534,132738314, ,Left,EBL,0,
132738645,133035534,132739367, ,Right,EBR,0,
132738645,133035534,133035559, ,Through,EBT,0,
132738645,133035559,132738314, ,Right,WBR,0,
132738645,133035559,132739367, ,Left,WBL,0,
132738645,133035559,133035534, ,Through,WBT,0,
132738649,132738491,132738648, ,Right,SBR,0,
132738649,132738491,132738704, ,Through,SBT,0,
132738649,132738491,133035533, ,Left,SBL,0,
132738649,132738648,132738491, ,Left,EBL,0,
132738649,132738648,132738704, ,Right,EBR,0,
132738649,132738648,133035533, ,Through,EBT,0,
132738649,132738704,132738491, ,Through,NBT,0,
132738649,132738704,132738648, ,Left,NBL,0,
132738649,132738704,133035533, ,Right,NBR,0,
132738649,133035533,132738491, ,Right,WBR,0,
132738649,133035533,132738648, ,Through,WBT,0,
132738649,133035533,132738704, ,Left,WBL,0,
132738651,132738593,132738703, ,Through,SBT,0,
132738651,132738593,133035531, ,Left,SBL,0,
132738651,132738593,133035532, ,Right,SBR,0,
132738651,132738703,132738593, ,Through,NBT,0,
132738651,132738703,133035531, ,Right,NBR,0,
132738651,132738703,133035532, ,Left,NBL,0,
132738651,133035531,132738593, ,Right,WBR,0,
132738651,133035531,132738703, ,Left,WBL,0,
132738651,133035531,133035532, ,Through,WBT,0,
132738651,133035532,132738593, ,Left,EBL,0,
132738651,133035532,132738703, ,Right,EBR,0,
132738651,133035532,133035531, ,Through,EBT,0,
132738657,132738656,132738329, ,Left,EBL,0,
132738657,132738656,132738711, ,Right,EBR,0,
132738657,132738656,132953255, ,Through,EBT,0,
132738657,132738329,132738656, ,Right,SBR,0,
132738657,132738329,132738711, ,Through,SBT,0,
132738657,132738329,132953255, ,Left,SBL,0,
132738657,132738711,132738656, ,Left,NBL,0,
132738657,132738711,132738329, ,Through,NBT,0,
132738657,132738711,132953255, ,Right,NBR,0,
132738657,132953255,132738656, ,Through,WBT,0,
132738657,132953255,132738329, ,Right,WBR,0,
132738657,132953255,132738711, ,Left,WBL,0,
132738658,132738656,132738722, ,Left,WBL,0,
132738658,132738656,132772648, ,Through,WBT,0,
132738658,132738722,132738656, ,Right,NBR,0,
132738658,132738722,132772648, ,Left,NBL,0,
132738658,132772648,132738656, ,Through,EBT,0,
132738658,132772648,132738722, ,Right,EBR,0,
132738677,132754306,133035533, ,Through,WBT,0,
132738677,132754306,132754311, ,Right,WBR,0,
132738677,132754306,132738676, ,Left,WBL,0,
132738677,133035533,132754306, ,Through,EBT,0,
132738677,133035533,132754311, ,Left,EBL,0,
132738677,133035533,132738676, ,Right,EBR,0,
132738677,132754311,132754306, ,Left,SBL,0,
132738677,132754311,133035533, ,Right,SBR,0,
132738677,132754311,132738676, ,Through,SBT,0,
132738677,132738676,132754306, ,Right,NBR,0,
132738677,132738676,133035533, ,Left,NBL,0,
132738677,132738676,132754311, ,Through,NBT,0,
132738809,132738849,133035547, ,Left,NBL,0,
132738809,132738849,133035549, ,Right,NBR,0,
132738809,132738849,133035552, ,Through,NBT,0,
132738809,133035547,132738849, ,Right,EBR,0,
132738809,133035547,133035549, ,Through,EBT,0,
132738809,133035547,133035552, ,Left,EBL,0,
132738809,133035549,132738849, ,Left,WBL,0,
132738809,133035549,133035547, ,Through,WBT,0,
132738809,133035549,133035552, ,Right,WBR,0,
132738809,133035552,132738849, ,Through,SBT,0,
132738809,133035552,133035547, ,Right,SBR,0,
132738809,133035552,133035549, ,Left,SBL,0,
132676365,132727977,132728070, ,Through,SBT,0,
132676365,132728070,132727977, ,Through,NBT,0,
132677590,132727612,133035622, ,Through,NBT,0,
132677590,133035622,132727612, ,Through,SBT,0,
132682589,132682590,132682595, ,Left,SBL,0,
132682589,132682590,132727909, ,Right,SBR,0,
132682589,132682590,132738732, ,Through,SBT,0,
132682589,132682595,132682590, ,Right,WBR,0,
132682589,132682595,132727909, ,Through,WBT,0,
132682589,132682595,132738732, ,Left,WBL,0,
132682589,132727909,132682590, ,Left,EBL,0,
132682589,132727909,132682595, ,Through,EBT,0,
132682589,132727909,132738732, ,Right,EBR,0,
132682589,132738732,132682590, ,Through,NBT,0,
132682589,132738732,132682595, ,Right,NBR,0,
132682589,132738732,132727909, ,Left,NBL,0,
132682590,132682589,132682591, ,Through,NBT,0,
132682590,132682589,132682592, ,Right,NBR,0,
132682590,132682591,132682589, ,Through,SBT,0,
132682590,132682591,132682592, ,Left,SBL,0,
132682590,132682592,132682589, ,Left,WBL,0,
132682590,132682592,132682591, ,Right,WBR,0,
132682592,132682590,132682595, ,Right,EBR,0,
132682592,132682595,132682590, ,Left,NBL,0,
132682595,132682589,132682592, ,Left,EBL,0,
132682595,132682592,132682589, ,Right,SBR,0,
132684259,132684260,132738773, ,Left,SBL,0,
132684259,132684260,132738784, ,Through,SBT,0,
132684259,132738773,132684260, ,Right,WBR,0,
132684259,132738773,132738784, ,Left,WBL,0,
132684259,132738784,132684260, ,Through,NBT,0,
132684259,132738784,132738773, ,Right,NBR,0,
132684260,132684259,132684261, ,Through,NBT,0,
132684260,132684259,132684262, ,Right,NBR,0,
132684260,132684261,132684259, ,Through,SBT,0,
132684260,132684261,132684262, ,Left,SBL,0,
132684260,132684262,132684259, ,Left,WBL,0,
132684260,132684262,132684261, ,Right,WBR,0,
132684261,132684260,132738639, ,Through,NBT,0,
132684261,132684260,132684267, ,Right,NBR,0,
132684261,132738639,132684260, ,Through,SBT,0,
132684261,132738639,132684267, ,Left,SBL,0,
132684261,132684267,132684260, ,Left,WBL,0,
132684261,132684267,132738639, ,Right,WBR,0,
132684264,132684265,132684266, ,Left,SBL,0,
132684264,132684266,132684265, ,Right,WBR,0,
132684266,132684264,132684267, ,Left,EBL,0,
132684266,132684267,132684264, ,Right,SBR,0,
132684267,132684266,132684261, ,Left,NBL,0,
132684267,132684266,12, ,Right,NBR,0,
132684267,132684261,132684266, ,Right,EBR,0,
132684267,132684261,12, ,Through,EBT,0,
132684267,12,132684266, ,Left,WBL,0,
132684267,12,132684261, ,Through,WBT,0,
132727511,132727597,45, ,Through,NBT,0,
132727511,45,132727597, ,Through,SBT,0,
132727515,132727516,132727518, ,Through,WBT,0,
132727515,132727518,132727516, ,Through,EBT,0,
132727516,132727515,132738435, ,Right,EBR,0,
132727516,132738435,132727515, ,Left,NBL,0,
132727518,132727515,26, ,Left,WBL,0,
132727518,26,132727515, ,Right,NBR,0,
132727597,132727511,132727649, ,Through,SBT,0,
132727597,132727511,133035614, ,Right,SBR,0,
132727597,132727511,26, ,Left,SBL,0,
132727597,132727649,132727511, ,Through,NBT,0,
132727597,132727649,133035614, ,Left,NBL,0,
132727597,132727649,26, ,Right,NBR,0,
132727597,133035614,132727511, ,Left,EBL,0,
132727597,133035614,132727649, ,Right,EBR,0,
132727597,133035614,26, ,Through,EBT,0,
132727597,26,132727511, ,Right,WBR,0,
132727597,26,132727649, ,Left,WBL,0,
132727597,26,133035614, ,Through,WBT,0,
132727612,132677590,132727664, ,Through,SBT,0,
132727612,132727664,132677590, ,Through,NBT,0,
132727633,132727635,132727636, ,Through,WBT,0,
132727633,132727635,133035618, ,Right,WBR,0,
132727633,132727636,132727635, ,Through,EBT,0,
132727633,132727636,133035618, ,Left,EBL,0,
132727633,133035618,132727635, ,Left,SBL,0,
132727633,133035618,132727636, ,Right,SBR,0,
132727635,132727633,132727637, ,Through,EBT,0,
132727635,132727633,132727691, ,Right,EBR,0,
132727635,132727637,132727633, ,Through,WBT,0,
132727635,132727637,132727691, ,Left,WBL,0,
132727635,132727691,132727633, ,Left,NBL,0,
132727635,132727691,132727637, ,Right,NBR,0,
132727636,132727633,132727661, ,Through,WBT,0,
132727636,132727633,132754744, ,Left,WBL,0,
132727636,132727661,132727633, ,Through,EBT,0,
132727636,132727661,132754744, ,Right,EBR,0,
132727636,132754744,132727633, ,Right,NBR,0,
132727636,132754744,132727661, ,Left,NBL,0,
132727637,132727635,23, ,Left,EBL,0,
132727637,23,132727635, ,Right,SBR,0,
132727645,132727690,133035617, ,Right,NBR,0,
132727645,133035617,132727690, ,Left,WBL,0,
132727649,132727650,132727597, ,Right,WBR,0,
132727649,132727650,132727745, ,Left,WBL,0,
132727649,132727597,132727650, ,Left,SBL,0,
132727649,132727597,132727745, ,Through,SBT,0,
132727649,132727745,132727650, ,Right,NBR,0,
132727649,132727745,132727597, ,Through,NBT,0,
132727650,132727649,132727744, ,Right,EBR,0,
132727650,132727744,132727649, ,Left,NBL,0,
132727654,132738466,132727790, ,Through,SBT,0,
132727654,132727790,132738466, ,Through,NBT,0,
132727657,132754748,24, ,Through,NBT,0,
132727657,24,132754748, ,Through,SBT,0,
132727661,132727636,132727662, ,Right,WBR,0,
132727661,132727636,132727664, ,Through,WBT,0,
132727661,132727662,132727636, ,Left,SBL,0,
132727661,132727662,132727664, ,Right,SBR,0,
132727661,132727664,132727636, ,Through,EBT,0,
132727661,132727664,132727662, ,Left,EBL,0,
132727662,132727661,22, ,Right,NBR,0,
132727662,22,132727661, ,Left,WBL,0,
132727664,132727661,132727612, ,Right,WBR,0,
132727664,132727661,132727839, ,Left,WBL,0,
132727664,132727612,132727661, ,Left,SBL,0,
132727664,132727612,132727839, ,Through,SBT,0,
132727664,132727839,132727661, ,Right,NBR,0,
132727664,132727839,132727612, ,Through,NBT,0,
132727690,132727645,132727719, ,Through,SBT,0,
132727690,132727645,132754748, ,Right,SBR,0,
132727690,132727719,132727645, ,Through,NBT,0,
132727690,132727719,132754748, ,Left,NBL,0,
132727690,132754748,132727645, ,Left,EBL,0,
132727690,132754748,132727719, ,Right,EBR,0,
132727691,132727635,132727721, ,Through,SBT,0,
132727691,132727635,132754747, ,Right,SBR,0,
132727691,132727721,132727635, ,Through,NBT,0,
132727691,132727721,132754747, ,Left,NBL,0,
132727691,132754747,132727635, ,Left,EBL,0,
132727691,132754747,132727721, ,Right,EBR,0,
132727719,132727690,132727724, ,Right,SBR,0,
132727719,132727690,132727757, ,Through,SBT,0,
132727719,132727724,132727690, ,Left,EBL,0,
132727719,132727724,132727757, ,Right,EBR,0,
132727719,132727757,132727690, ,Through,NBT,0,
132727719,132727757,132727724, ,Left,NBL,0,
132727721,132727691,132754745, ,Through,SBT,0,
132727721,132727691,132754746, ,Right,SBR,0,
132727721,132754745,132727691, ,Through,NBT,0,
132727721,132754745,132754746, ,Left,NBL,0,
132727721,132754746,132727691, ,Left,EBL,0,
132727721,132754746,132754745, ,Right,EBR,0,
132727744,132727650,132727745, ,Right,SBR,0,
132727744,132727650,132727746, ,Left,SBL,0,
132727744,132727745,132727650, ,Left,EBL,0,
132727744,132727745,132727746, ,Through,EBT,0,
132727744,132727746,132727650, ,Right,WBR,0,
132727744,132727746,132727745, ,Through,WBT,0,
132727745,132727744,132727649, ,Right,WBR,0,
132727745,132727744,132682591, ,Left,WBL,0,
132727745,132727649,132727744, ,Left,SBL,0,
132727745,132727649,132682591, ,Through,SBT,0,
132727745,132682591,132727744, ,Right,NBR,0,
132727745,132682591,132727649, ,Through,NBT,0,
132727746,132727744,132727748, ,Through,EBT,0,
132727746,132727748,132727744, ,Through,WBT,0,
132727748,132727746,132727768, ,Right,EBR,0,
132727748,132727768,132727746, ,Left,NBL,0,
132727757,132727719,132727758, ,Right,SBR,0,
132727757,132727719,132727800, ,Through,SBT,0,
132727757,132727758,132727719, ,Left,EBL,0,
132727757,132727758,132727800, ,Right,EBR,0,
132727757,132727800,132727719, ,Through,NBT,0,
132727757,132727800,132727758, ,Left,NBL,0,
132727761,132727762,132727659, ,Right,WBR,0,
132727761,132727762,132727765, ,Through,WBT,0,
132727761,132727659,132727762, ,Left,SBL,0,
132727761,132727659,132727765, ,Right,SBR,0,
132727761,132727765,132727762, ,Through,EBT,0,
132727761,132727765,132727659, ,Left,EBL,0,
132727765,132727761,132727656, ,Right,WBR,0,
132727765,132727761,132727766, ,Through,WBT,0,
132727765,132727761,132727840, ,Left,WBL,0,
132727765,132727656,132727761, ,Left,SBL,0,
132727765,132727656,132727766, ,Right,SBR,0,
132727765,132727656,132727840, ,Through,SBT,0,
132727765,132727766,132727761, ,Through,EBT,0,
132727765,132727766,132727656, ,Left,EBL,0,
132727765,132727766,132727840, ,Right,EBR,0,
132727765,132727840,132727761, ,Right,NBR,0,
132727765,132727840,132727656, ,Through,NBT,0,
132727765,132727840,132727766, ,Left,NBL,0,
132727768,132727748,132727790, ,Through,SBT,0,
132727768,132727790,132727748, ,Through,WBT,0,
132727773,132727732,132727774, ,Right,SBR,0,
132727773,132727732,132727843, ,Through,SBT,0,
132727773,132727774,132727732, ,Left,EBL,0,
132727773,132727774,132727843, ,Right,EBR,0,
132727773,132727843,132727732, ,Through,NBT,0,
132727773,132727843,132727774, ,Left,NBL,0,
132727790,132727768,132727654, ,Left,EBL,0,
132727790,132727768,132738633, ,Right,EBR,0,
132727790,132727654,132727768, ,Right,SBR,0,
132727790,132727654,132738633, ,Through,SBT,0,
132727790,132738633,132727768, ,Left,NBL,0,
132727790,132738633,132727654, ,Through,NBT,0,
132727800,132727757,132727804, ,Right,SBR,0,
132727800,132727757,132727842, ,Through,SBT,0,
132727800,132727804,132727757, ,Left,EBL,0,
132727800,132727804,132727842, ,Right,EBR,0,
132727800,132727842,132727757, ,Through,NBT,0,
132727800,132727842,132727804, ,Left,NBL,0,
132727831,132727832,132727837, ,Through,WBT,0,
132727831,132727837,132727832, ,Through,EBT,0,
132727832,132727831,132727833, ,Through,EBT,0,
132727832,132727833,132727831, ,Through,WBT,0,
132727833,132727832,132727834, ,Through,EBT,0,
132727833,132727832,132727915, ,Right,EBR,0,
132727833,132727834,132727832, ,Through,WBT,0,
132727833,132727834,132727915, ,Left,WBL,0,
132727833,132727915,132727832, ,Left,NBL,0,
132727833,132727915,132727834, ,Right,NBR,0,
132727834,132727833,132727839, ,Through,EBT,0,
132727834,132727833,132727862, ,Right,EBR,0,
132727834,132727839,132727833, ,Through,WBT,0,
132727834,132727839,132727862, ,Left,WBL,0,
132727834,132727862,132727833, ,Left,NBL,0,
132727834,132727862,132727839, ,Right,NBR,0,
132727835,132727836,132728199, ,Through,SBT,0,
132727835,132727836,133035543, ,Left,SBL,0,
132727835,132727836,133035544, ,Right,SBR,0,
132727835,132728199,132727836, ,Through,NBT,0,
132727835,132728199,133035543, ,Right,NBR,0,
132727835,132728199,133035544, ,Left,NBL,0,
132727835,133035543,132727836, ,Right,WBR,0,
132727835,133035543,132728199, ,Left,WBL,0,
132727835,133035543,133035544, ,Through,WBT,0,
132727835,133035544,132727836, ,Left,EBL,0,
132727835,133035544,132728199, ,Right,EBR,0,
132727835,133035544,133035543, ,Through,EBT,0,
132727836,132727835,132754744, ,Left,NBL,0,
132727836,132727835,132754745, ,Right,NBR,0,
132727836,132754744,132727835, ,Right,EBR,0,
132727836,132754744,132754745, ,Through,EBT,0,
132727836,132754745,132727835, ,Left,WBL,0,
132727836,132754745,132754744, ,Through,WBT,0,
132727837,132727831,132727838, ,Through,WBT,0,
132727837,132727838,132727831, ,Through,EBT,0,
132727838,132727837,132923786, ,Through,WBT,0,
132727838,132923786,132727837, ,Through,EBT,0,
132727840,132727765,133035542, ,Left,SBL,0,
132727840,132727765,133035543, ,Right,SBR,0,
132727840,133035542,132727765, ,Right,WBR,0,
132727840,133035542,133035543, ,Through,WBT,0,
132727840,133035543,132727765, ,Left,EBL,0,
132727840,133035543,133035542, ,Through,EBT,0,
132727842,132727800,132727843, ,Left,SBL,0,
132727842,132727800,133035541, ,Right,SBR,0,
132727842,132727843,132727800, ,Right,WBR,0,
132727842,132727843,133035541, ,Through,WBT,0,
132727842,133035541,132727800, ,Left,EBL,0,
132727842,133035541,132727843, ,Through,EBT,0,
132727843,132727773,132727842, ,Right,SBR,0,
132727843,132727773,133035540, ,Left,SBL,0,
132727843,132727842,132727773, ,Left,EBL,0,
132727843,132727842,133035540, ,Through,EBT,0,
132727843,133035540,132727773, ,Right,WBR,0,
132727843,133035540,132727842, ,Through,WBT,0,
132727844,132727930,133035539, ,Right,NBR,0,
132727844,132727930,133035540, ,Left,NBL,0,
132727844,133035539,132727930, ,Left,WBL,0,
132727844,133035539,133035540, ,Through,WBT,0,
132727844,133035540,132727930, ,Right,EBR,0,
132727844,133035540,133035539, ,Through,EBT,0,
132727862,132727863,132727834, ,Right,WBR,0,
132727862,132727863,132727914, ,Left,WBL,0,
132727862,132727834,132727863, ,Left,SBL,0,
132727862,132727834,132727914, ,Through,SBT,0,
132727862,132727914,132727863, ,Right,NBR,0,
132727862,132727914,132727834, ,Through,NBT,0,
132727882,132727883,132727884, ,Right,SBR,0,
132727882,132727883,132727892, ,Left,SBL,0,
132727882,132727884,132727883, ,Left,EBL,0,
132727882,132727884,132727892, ,Through,EBT,0,
132727882,132727892,132727883, ,Right,WBR,0,
132727882,132727892,132727884, ,Through,WBT,0,
132727884,132727882,132727885, ,Right,WBR,0,
132727884,132727882,132727886, ,Through,WBT,0,
132727884,132727882,132727940, ,Left,WBL,0,
132727884,132727885,132727882, ,Left,SBL,0,
132727884,132727885,132727886, ,Right,SBR,0,
132727884,132727885,132727940, ,Through,SBT,0,
132727884,132727886,132727882, ,Through,EBT,0,
132727884,132727886,132727885, ,Left,EBL,0,
132727884,132727886,132727940, ,Right,EBR,0,
132727884,132727940,132727882, ,Right,NBR,0,
132727884,132727940,132727885, ,Through,NBT,0,
132727884,132727940,132727886, ,Left,NBL,0,
132727890,132727841,132727892, ,Right,SBR,0,
132727890,132727841,132727977, ,Through,SBT,0,
132727890,132727892,132727841, ,Left,EBL,0,
132727890,132727892,132727977, ,Right,EBR,0,
132727890,132727977,132727841, ,Through,NBT,0,
132727890,132727977,132727892, ,Left,NBL,0,
132727892,132727890,132727882, ,Through,WBT,0,
132727892,132727890,132727931, ,Left,WBL,0,
132727892,132727882,132727890, ,Through,EBT,0,
132727892,132727882,132727931, ,Right,EBR,0,
132727892,132727931,132727890, ,Right,NBR,0,
132727892,132727931,132727882, ,Left,NBL,0,
132727909,132682589,132727919, ,Through,WBT,0,
132727909,132682589,132727983, ,Left,WBL,0,
132727909,132727919,132682589, ,Through,EBT,0,
132727909,132727919,132727983, ,Right,EBR,0,
132727909,132727983,132682589, ,Right,NBR,0,
132727909,132727983,132727919, ,Left,NBL,0,
132727914,132727862,132727915, ,Right,SBR,0,
132727914,132727862,132727917, ,Left,SBL,0,
132727914,132727915,132727862, ,Left,EBL,0,
132727914,132727915,132727917, ,Through,EBT,0,
132727914,132727917,132727862, ,Right,WBR,0,
132727914,132727917,132727915, ,Through,WBT,0,
132727915,132727914,132727833, ,Right,WBR,0,
132727915,132727914,132727947, ,Left,WBL,0,
132727915,132727833,132727914, ,Left,SBL,0,
132727915,132727833,132727947, ,Through,SBT,0,
132727915,132727947,132727914, ,Right,NBR,0,
132727915,132727947,132727833, ,Through,NBT,0,
132727916,132727839,132727917, ,Right,SBR,0,
132727916,132727839,132728255, ,Through,SBT,0,
132727916,132727917,132727839, ,Left,EBL,0,
132727916,132727917,132728255, ,Right,EBR,0,
132727916,132728255,132727839, ,Through,NBT,0,
132727916,132728255,132727917, ,Left,NBL,0,
132727917,132727916,132727914, ,Through,WBT,0,
132727917,132727914,132727916, ,Through,EBT,0,
132727919,132727909,132727925, ,Through,WBT,0,
132727919,132727925,132727909, ,Through,EBT,0,
132727925,132727919,132727930, ,Through,WBT,0,
132727925,132727930,132727919, ,Through,EBT,0,
132727930,132727925,132727844, ,Right,WBR,0,
132727930,132727925,132727935, ,Through,WBT,0,
132727930,132727844,132727925, ,Left,SBL,0,
132727930,132727844,132727935, ,Right,SBR,0,
132727930,132727935,132727925, ,Through,EBT,0,
132727930,132727935,132727844, ,Left,EBL,0,
132727931,132727892,132727932, ,Right,SBR,0,
132727931,132727892,132727976, ,Through,SBT,0,
132727931,132727932,132727892, ,Left,EBL,0,
132727931,132727932,132727976, ,Right,EBR,0,
132727931,132727976,132727892, ,Through,NBT,0,
132727931,132727976,132727932, ,Left,NBL,0,
132727933,132727875,132727936, ,Left,SBL,0,
132727933,132727875,15, ,Through,SBT,0,
132727933,132727936,132727875, ,Right,WBR,0,
132727933,132727936,15, ,Left,WBL,0,
132727933,15,132727875, ,Through,NBT,0,
132727933,15,132727936, ,Right,NBR,0,
132727935,132727930,132727936, ,Through,WBT,0,
132727935,132727930,133035569, ,Left,WBL,0,
132727935,132727936,132727930, ,Through,EBT,0,
132727935,132727936,133035569, ,Right,EBR,0,
132727935,133035569,132727930, ,Right,NBR,0,
132727935,133035569,132727936, ,Left,NBL,0,
132727936,132727935,132727933, ,Through,WBT,0,
132727936,132727933,132727935, ,Through,EBT,0,
132727940,132727884,16, ,Through,SBT,0,
132727940,16,132727884, ,Through,NBT,0,
132727947,132727915,133035623, ,Through,SBT,0,
132727947,132727915,18, ,Left,SBL,0,
132727947,133035623,132727915, ,Through,NET,0,
132727947,133035623,18, ,Right,NER,0,
132727947,18,132727915, ,Right,WBR,0,
132727947,18,133035623, ,Left,WBL,0,
132727964,132727976,132754804, ,Left,WBL,0,
132727964,132754804,132727976, ,Right,NBR,0,
132727976,132727931,132727964, ,Right,SBR,0,
132727976,132727931,132727977, ,Left,SBL,0,
132727976,132727964,132727931, ,Left,EBL,0,
132727976,132727964,132727977, ,Through,EBT,0,
132727976,132727977,132727931, ,Right,WBR,0,
132727976,132727977,132727964, ,Through,WBT,0,
132727977,132727976,132676365, ,Right,EBR,0,
132727977,132727976,132727890, ,Left,EBL,0,
132727977,132676365,132727976, ,Left,NBL,0,
132727977,132676365,132727890, ,Through,NBT,0,
132727977,132727890,132727976, ,Right,SBR,0,
132727977,132727890,132676365, ,Through,SBT,0,
132727983,132727909,132728022, ,Through,SBT,0,
132727983,132727909,14, ,Right,SBR,0,
132727983,132728022,132727909, ,Through,NBT,0,
132727983,132728022,14, ,Left,NBL,0,
132727983,14,132727909, ,Left,EBL,0,
132727983,14,132728022, ,Right,EBR,0,
132728022,132727983,132728025, ,Left,SBL,0,
132728022,132728025,132727983, ,Right,WBR,0,
132728025,132728022,132738790, ,Left,EBL,0,
132728025,132728022,132738844, ,Right,EBR,0,
132728025,132728022,133035570, ,Through,EBT,0,
132728025,132738790,132728022, ,Right,SBR,0,
132728025,132738790,132738844, ,Through,SBT,0,
132728025,132738790,133035570, ,Left,SBL,0,
132728025,132738844,132728022, ,Left,NBL,0,
132728025,132738844,132738790, ,Through,NBT,0,
132728025,132738844,133035570, ,Right,NBR,0,
132728025,133035570,132728022, ,Through,WBT,0,
132728025,133035570,132738790, ,Right,WBR,0,
132728025,133035570,132738844, ,Left,WBL,0,
132728070,132676365,132728104, ,Through,SBT,0,
132728070,132728104,132676365, ,Through,NBT,0,
132728104,132728070,133035567, ,Through,SBT,0,
132728104,133035567,132728070, ,Through,NBT,0,
132728117,132738873,132728162, ,Through,SBT,0,
132728117,132728162,132738873, ,Through,NBT,0,
132728162,132728117,132728234, ,Through,SBT,0,
132728162,132728234,132728117, ,Through,NBT,0,
132728199,132727835,132728200, ,Left,SBL,0,
132728199,132727835,133035565, ,Right,SBR,0,
132728199,132728200,132727835, ,Right,WBR,0,
132728199,132728200,133035565, ,Through,WBT,0,
132728199,133035565,132727835, ,Left,EBL,0,
132728199,133035565,132728200, ,Through,EBT,0,
132728200,132728199,133035568, ,Right,EBR,0,
