agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
10,-1,-1,-1,-1,1,2,1,2,931.47,964.50,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.019531,0.000000,0.000000,0.000000,5,3,1;4;2;,,931.4;949.0;964.5;,27.613539,26.820908,55.891174,28.320480,
11,-1,-1,-1,-1,1,2,1,2,931.60,964.70,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.406250,0.000000,0.000000,0.000000,10,3,1;4;2;,,931.5;949.1;964.7;,27.613539,26.820908,55.891174,28.320480,
12,-1,-1,-1,-1,1,2,1,2,931.73,964.80,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.304688,0.000000,0.000000,0.000000,10,3,1;4;2;,,931.7;949.2;964.8;,27.613539,26.820908,55.891174,28.320480,
13,-1,-1,-1,-1,1,2,1,2,931.86,964.90,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.203125,0.000000,0.000000,0.000000,5,3,1;4;2;,,931.8;949.4;964.9;,27.613539,26.820908,55.891174,28.320480,
14,-1,-1,-1,-1,1,2,1,2,932.00,965.10,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.562500,0.000000,0.000000,0.000000,0,3,1;4;2;,,931.9;949.5;965.1;,27.613539,26.820908,55.891174,28.320480,
15,-1,-1,-1,-1,1,2,1,2,932.13,965.20,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.484375,0.000000,0.000000,0.000000,10,3,1;4;2;,,932.1;949.6;965.2;,27.613539,26.820908,55.891174,28.320480,
16,-1,-1,-1,-1,1,2,1,2,932.26,965.30,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.382813,0.000000,0.000000,0.000000,15,3,1;4;2;,,932.2;949.8;965.3;,27.613539,26.820908,55.891174,28.320480,
17,-1,-1,-1,-1,1,2,1,2,932.40,965.50,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.769531,0.000000,0.000000,0.000000,5,3,1;4;2;,,932.3;949.9;965.5;,27.613539,26.820908,55.891174,28.320480,
18,-1,-1,-1,-1,1,2,1,2,932.53,965.60,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.664063,0.000000,0.000000,0.000000,10,3,1;4;2;,,932.5;950.0;965.6;,27.613539,26.820908,55.891174,28.320480,
19,-1,-1,-1,-1,1,2,1,2,932.66,965.70,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.589844,0.000000,0.000000,0.000000,0,3,1;4;2;,,932.6;950.2;965.7;,27.613539,26.820908,55.891174,28.320480,
20,-1,-1,-1,-1,1,2,1,2,932.80,965.90,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.976563,0.000000,0.000000,0.000000,5,3,1;4;2;,,932.7;950.3;965.9;,27.613539,26.820908,55.891174,28.320480,
21,-1,-1,-1,-1,1,2,1,2,932.93,966.00,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.875000,0.000000,0.000000,0.000000,5,3,1;4;2;,,932.9;950.4;966.0;,27.613539,26.820908,55.891174,28.320480,
22,-1,-1,-1,-1,1,2,1,2,933.06,966.10,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.746094,0.000000,0.000000,0.000000,5,3,1;4;2;,,933.0;950.6;966.1;,27.613539,26.820908,55.891174,28.320480,
23,-1,-1,-1,-1,1,2,1,2,933.20,966.30,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.132813,0.000000,0.000000,0.000000,5,3,1;4;2;,,933.1;950.7;966.3;,27.613539,26.820908,55.891174,28.320480,
24,-1,-1,-1,-1,1,2,1,2,933.33,966.40,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.054688,0.000000,0.000000,0.000000,10,3,1;4;2;,,933.3;950.8;966.4;,27.613539,26.820908,55.891174,28.320480,
25,-1,-1,-1,-1,1,2,1,2,933.46,966.50,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.953125,0.000000,0.000000,0.000000,5,3,1;4;2;,,933.4;951.0;966.5;,27.613539,26.820908,55.891174,28.320480,
26,-1,-1,-1,-1,1,2,1,2,933.60,966.70,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.339844,0.000000,0.000000,0.000000,10,3,1;4;2;,,933.5;951.1;966.7;,27.613539,26.820908,55.891174,28.320480,
27,-1,-1,-1,-1,1,2,1,2,933.73,966.80,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.234375,0.000000,0.000000,0.000000,5,3,1;4;2;,,933.7;951.2;966.8;,27.613539,26.820908,55.891174,28.320480,
28,-1,-1,-1,-1,1,2,1,2,933.86,966.90,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.160156,0.000000,0.000000,0.000000,5,3,1;4;2;,,933.8;951.4;966.9;,27.613539,26.820908,55.891174,28.320480,
29,-1,-1,-1,-1,1,2,1,2,934.00,967.10,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.523438,0.000000,0.000000,0.000000,10,3,1;4;2;,,933.9;951.5;967.1;,27.613539,26.820908,55.891174,28.320480,
30,-1,-1,-1,-1,1,2,1,2,934.13,967.20,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.445313,0.000000,0.000000,0.000000,15,3,1;4;2;,,934.1;951.6;967.2;,27.613539,26.820908,55.891174,28.320480,
31,-1,-1,-1,-1,1,2,1,2,934.26,967.30,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.343750,0.000000,0.000000,0.000000,10,3,1;4;2;,,934.2;951.8;967.3;,27.613539,26.820908,55.891174,28.320480,
32,-1,-1,-1,-1,1,2,1,2,934.40,967.50,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.703125,0.000000,0.000000,0.000000,0,3,1;4;2;,,934.3;951.9;967.5;,27.613539,26.820908,55.891174,28.320480,
33,-1,-1,-1,-1,1,2,1,2,934.53,967.60,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.601563,0.000000,0.000000,0.000000,0,3,1;4;2;,,934.5;952.0;967.6;,27.613539,26.820908,55.891174,28.320480,
34,-1,-1,-1,-1,1,2,1,2,934.66,967.70,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.523438,0.000000,0.000000,0.000000,15,3,1;4;2;,,934.6;952.2;967.7;,27.613539,26.820908,55.891174,28.320480,
35,-1,-1,-1,-1,1,2,1,2,934.79,967.90,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.910156,0.000000,0.000000,0.000000,10,3,1;4;2;,,934.7;952.3;967.9;,27.613539,26.820908,55.891174,28.320480,
36,-1,-1,-1,-1,1,2,1,2,934.93,968.00,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.804688,0.000000,0.000000,0.000000,15,3,1;4;2;,,934.9;952.4;968.0;,27.613539,26.820908,55.891174,28.320480,
37,-1,-1,-1,-1,1,2,1,2,935.06,968.10,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.703125,0.000000,0.000000,0.000000,10,3,1;4;2;,,935.0;952.6;968.1;,27.613539,26.820908,55.891174,28.320480,
38,-1,-1,-1,-1,1,2,1,2,935.19,968.30,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.093750,0.000000,0.000000,0.000000,0,3,1;4;2;,,935.1;952.7;968.3;,27.613539,26.820908,55.891174,28.320480,
39,-1,-1,-1,-1,1,2,1,2,935.33,968.40,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.015625,0.000000,0.000000,0.000000,0,3,1;4;2;,,935.3;952.8;968.4;,27.613539,26.820908,55.891174,28.320480,
40,-1,-1,-1,-1,1,2,1,2,935.46,968.50,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.914063,0.000000,0.000000,0.000000,15,3,1;4;2;,,935.4;953.0;968.5;,27.613539,26.820908,55.891174,28.320480,
41,-1,-1,-1,-1,1,2,1,2,935.59,968.70,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.273438,0.000000,0.000000,0.000000,10,3,1;4;2;,,935.5;953.1;968.7;,27.613539,26.820908,55.891174,28.320480,
42,-1,-1,-1,-1,1,2,1,2,935.73,968.80,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.171875,0.000000,0.000000,0.000000,5,3,1;4;2;,,935.7;953.2;968.8;,27.613539,26.820908,55.891174,28.320480,
43,-1,-1,-1,-1,1,2,1,2,935.86,968.90,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.093750,0.000000,0.000000,0.000000,0,3,1;4;2;,,935.8;953.4;968.9;,27.613539,26.820908,55.891174,28.320480,
44,-1,-1,-1,-1,1,2,1,2,935.99,969.10,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.453125,0.000000,0.000000,0.000000,15,3,1;4;2;,,935.9;953.5;969.1;,27.613539,26.820908,55.891174,28.320480,
45,-1,-1,-1,-1,1,2,1,2,936.13,969.20,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.375000,0.000000,0.000000,0.000000,0,3,1;4;2;,,936.1;953.6;969.2;,27.613539,26.820908,55.891174,28.320480,
46,-1,-1,-1,-1,1,2,1,2,936.26,969.30,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.273438,0.000000,0.000000,0.000000,0,3,1;4;2;,,936.2;953.8;969.3;,27.613539,26.820908,55.891174,28.320480,
47,-1,-1,-1,-1,1,2,1,2,936.39,969.50,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.664063,0.000000,0.000000,0.000000,5,3,1;4;2;,,936.3;953.9;969.5;,27.613539,26.820908,55.891174,28.320480,
48,-1,-1,-1,-1,1,2,1,2,936.53,969.60,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.558594,0.000000,0.000000,0.000000,15,3,1;4;2;,,936.5;954.0;969.6;,27.613539,26.820908,55.891174,28.320480,
49,-1,-1,-1,-1,1,2,1,2,936.66,969.70,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.484375,0.000000,0.000000,0.000000,15,3,1;4;2;,,936.6;954.2;969.7;,27.613539,26.820908,55.891174,28.320480,
50,-1,-1,-1,-1,1,2,1,2,936.79,969.90,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.843750,0.000000,0.000000,0.000000,15,3,1;4;2;,,936.7;954.3;969.9;,27.613539,26.820908,55.891174,28.320480,
51,-1,-1,-1,-1,1,2,1,2,936.93,970.00,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.742188,0.000000,0.000000,0.000000,15,3,1;4;2;,,936.9;954.4;970.0;,27.613539,26.820908,55.891174,28.320480,
52,-1,-1,-1,-1,1,2,1,2,937.06,970.10,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.640625,0.000000,0.000000,0.000000,5,3,1;4;2;,,937.0;954.6;970.1;,27.613539,26.820908,55.891174,28.320480,
53,-1,-1,-1,-1,1,2,1,2,937.19,970.30,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35467.023438,0.000000,0.000000,0.000000,0,3,1;4;2;,,937.1;954.7;970.3;,27.613539,26.820908,55.891174,28.320480,
54,-1,-1,-1,-1,1,2,1,2,937.33,970.40,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.945313,0.000000,0.000000,0.000000,5,3,1;4;2;,,937.3;954.8;970.4;,27.613539,26.820908,55.891174,28.320480,
55,-1,-1,-1,-1,1,2,1,2,937.46,970.50,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.843750,0.000000,0.000000,0.000000,5,3,1;4;2;,,937.4;955.0;970.5;,27.613539,26.820908,55.891174,28.320480,
56,-1,-1,-1,-1,1,2,1,2,937.59,970.70,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35467.234375,0.000000,0.000000,0.000000,10,3,1;4;2;,,937.5;955.1;970.7;,27.613539,26.820908,55.891174,28.320480,
57,-1,-1,-1,-1,1,2,1,2,937.72,970.80,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.128906,0.000000,0.000000,0.000000,15,3,1;4;2;,,937.7;955.2;970.8;,27.613539,26.820908,55.891174,28.320480,
58,-1,-1,-1,-1,1,2,1,2,937.86,970.90,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.054688,0.000000,0.000000,0.000000,10,3,1;4;2;,,937.8;955.4;970.9;,27.613539,26.820908,55.891174,28.320480,
59,-1,-1,-1,-1,1,2,1,2,937.99,971.10,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35467.386719,0.000000,0.000000,0.000000,15,3,1;4;2;,,937.9;955.5;971.1;,27.613539,26.820908,55.891174,28.320480,
60,-1,-1,-1,-1,1,2,1,2,938.12,971.20,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.312500,0.000000,0.000000,0.000000,10,3,1;4;2;,,938.1;955.6;971.2;,27.613539,26.820908,55.891174,28.320480,
61,-1,-1,-1,-1,1,2,1,2,938.26,971.30,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.210938,0.000000,0.000000,0.000000,5,3,1;4;2;,,938.2;955.8;971.3;,27.613539,26.820908,55.891174,28.320480,
62,-1,-1,-1,-1,1,2,1,2,938.39,971.40,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.132813,0.000000,0.000000,0.000000,5,3,1;4;2;,,938.3;955.9;971.4;,27.613539,26.820908,55.891174,28.320480,
63,-1,-1,-1,-1,1,2,1,2,938.52,971.60,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.492188,0.000000,0.000000,0.000000,5,3,1;4;2;,,938.5;956.0;971.6;,27.613539,26.820908,55.891174,28.320480,
64,-1,-1,-1,-1,1,2,1,2,938.66,971.70,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.414063,0.000000,0.000000,0.000000,10,3,1;4;2;,,938.6;956.2;971.7;,27.613539,26.820908,55.891174,28.320480,
65,-1,-1,-1,-1,1,2,1,2,938.79,971.80,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.312500,0.000000,0.000000,0.000000,10,3,1;4;2;,,938.7;956.3;971.8;,27.613539,26.820908,55.891174,28.320480,
66,-1,-1,-1,-1,1,2,1,2,938.92,972.00,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.699219,0.000000,0.000000,0.000000,10,3,1;4;2;,,938.9;956.4;972.0;,27.613539,26.820908,55.891174,28.320480,
67,-1,-1,-1,-1,1,2,1,2,939.06,972.10,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.597656,0.000000,0.000000,0.000000,5,3,1;4;2;,,939.0;956.6;972.1;,27.613539,26.820908,55.891174,28.320480,
68,-1,-1,-1,-1,1,2,1,2,939.19,972.20,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.496094,0.000000,0.000000,0.000000,5,3,1;4;2;,,939.1;956.7;972.2;,27.613539,26.820908,55.891174,28.320480,
69,-1,-1,-1,-1,1,2,1,2,939.32,972.40,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.882813,0.000000,0.000000,0.000000,0,3,1;4;2;,,939.3;956.8;972.4;,27.613539,26.820908,55.891174,28.320480,
70,-1,-1,-1,-1,1,2,1,2,939.46,972.50,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.781250,0.000000,0.000000,0.000000,15,3,1;4;2;,,939.4;957.0;972.5;,27.613539,26.820908,55.891174,28.320480,
71,-1,-1,-1,-1,1,2,1,2,939.59,972.60,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.679688,0.000000,0.000000,0.000000,10,3,1;4;2;,,939.5;957.1;972.6;,27.613539,26.820908,55.891174,28.320480,
72,-1,-1,-1,-1,1,2,1,2,939.72,972.80,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.062500,0.000000,0.000000,0.000000,0,3,1;4;2;,,939.7;957.2;972.8;,27.613539,26.820908,55.891174,28.320480,
73,-1,-1,-1,-1,1,2,1,2,939.86,972.90,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.984375,0.000000,0.000000,0.000000,15,3,1;4;2;,,939.8;957.4;972.9;,27.613539,26.820908,55.891174,28.320480,
74,-1,-1,-1,-1,1,2,1,2,939.99,973.00,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.882813,0.000000,0.000000,0.000000,5,3,1;4;2;,,939.9;957.5;973.0;,27.613539,26.820908,55.891174,28.320480,
75,-1,-1,-1,-1,1,2,1,2,940.12,973.20,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.269531,0.000000,0.000000,0.000000,15,3,1;4;2;,,940.1;957.6;973.2;,27.613539,26.820908,55.891174,28.320480,
76,-1,-1,-1,-1,1,2,1,2,940.26,973.30,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.167969,0.000000,0.000000,0.000000,15,3,1;4;2;,,940.2;957.8;973.3;,27.613539,26.820908,55.891174,28.320480,
77,-1,-1,-1,-1,1,2,1,2,940.39,973.40,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.093750,0.000000,0.000000,0.000000,15,3,1;4;2;,,940.3;957.9;973.4;,27.613539,26.820908,55.891174,28.320480,
78,-1,-1,-1,-1,1,2,1,2,940.52,973.60,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.425781,0.000000,0.000000,0.000000,5,3,1;4;2;,,940.5;958.0;973.6;,27.613539,26.820908,55.891174,28.320480,
79,-1,-1,-1,-1,1,2,1,2,940.65,973.70,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.351563,0.000000,0.000000,0.000000,5,3,1;4;2;,,940.6;958.2;973.7;,27.613539,26.820908,55.891174,28.320480,
80,-1,-1,-1,-1,1,2,1,2,940.79,973.80,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.250000,0.000000,0.000000,0.000000,5,3,1;4;2;,,940.7;958.3;973.8;,27.613539,26.820908,55.891174,28.320480,
81,-1,-1,-1,-1,1,2,1,2,940.92,974.00,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.632813,0.000000,0.000000,0.000000,0,3,1;4;2;,,940.9;958.4;974.0;,27.613539,26.820908,55.891174,28.320480,
82,-1,-1,-1,-1,1,2,1,2,941.05,974.10,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.531250,0.000000,0.000000,0.000000,15,3,1;4;2;,,941.0;958.6;974.1;,27.613539,26.820908,55.891174,28.320480,
83,-1,-1,-1,-1,1,2,1,2,941.19,974.20,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.453125,0.000000,0.000000,0.000000,10,3,1;4;2;,,941.1;958.7;974.2;,27.613539,26.820908,55.891174,28.320480,
84,-1,-1,-1,-1,1,2,1,2,941.32,974.40,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.839844,0.000000,0.000000,0.000000,0,3,1;4;2;,,941.3;958.8;974.4;,27.613539,26.820908,55.891174,28.320480,
85,-1,-1,-1,-1,1,2,1,2,941.45,974.50,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.738281,0.000000,0.000000,0.000000,5,3,1;4;2;,,941.4;959.0;974.5;,27.613539,26.820908,55.891174,28.320480,
86,-1,-1,-1,-1,1,2,1,2,941.59,974.60,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.636719,0.000000,0.000000,0.000000,10,3,1;4;2;,,941.5;959.1;974.6;,27.613539,26.820908,55.891174,28.320480,
87,-1,-1,-1,-1,1,2,1,2,941.72,974.80,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.996094,0.000000,0.000000,0.000000,0,3,1;4;2;,,941.7;959.2;974.8;,27.613539,26.820908,55.891174,28.320480,
88,-1,-1,-1,-1,1,2,1,2,941.85,974.90,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.921875,0.000000,0.000000,0.000000,15,3,1;4;2;,,941.8;959.4;974.9;,27.613539,26.820908,55.891174,28.320480,
89,-1,-1,-1,-1,1,2,1,2,941.99,975.00,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.820313,0.000000,0.000000,0.000000,10,3,1;4;2;,,941.9;959.5;975.0;,27.613539,26.820908,55.891174,28.320480,
90,-1,-1,-1,-1,1,2,1,2,942.12,975.20,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35455.203125,0.000000,0.000000,0.000000,15,3,1;4;2;,,942.1;959.6;975.2;,27.613539,26.820908,55.891174,28.320480,
91,-1,-1,-1,-1,1,2,1,2,942.25,975.30,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35441.101563,0.000000,0.000000,0.000000,15,3,1;4;2;,,942.2;959.8;975.3;,27.613539,26.820908,55.891174,28.320480,
92,-1,-1,-1,-1,1,2,1,2,942.39,975.40,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35427.023438,0.000000,0.000000,0.000000,15,3,1;4;2;,,942.3;959.9;975.4;,27.613539,26.820908,55.891174,28.320480,
93,-1,-1,-1,-1,1,2,1,2,942.52,975.60,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35455.382813,0.000000,0.000000,0.000000,15,3,1;4;2;,,942.5;960.0;975.6;,27.613539,26.820908,55.891174,28.320480,
94,-1,-1,-1,-1,1,2,1,2,942.65,975.70,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35441.308594,0.000000,0.000000,0.000000,5,3,1;4;2;,,942.6;960.2;975.7;,27.613539,26.820908,55.891174,28.320480,
95,-1,-1,-1,-1,1,2,1,2,942.79,975.80,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35427.207031,0.000000,0.000000,0.000000,0,3,1;4;2;,,942.7;960.3;975.8;,27.613539,26.820908,55.891174,28.320480,
