agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
44,44,1,2,1,2,935.99,969.10,33.11,1,1,10.00,1,15,35.78,
45,45,1,2,1,2,936.13,969.20,33.07,1,1,10.00,1,0,35.78,
46,46,1,2,1,2,936.26,969.30,33.04,1,1,10.00,1,0,35.78,
47,47,1,2,1,2,936.39,969.50,33.11,1,1,10.00,1,5,35.78,
48,48,1,2,1,2,936.53,969.60,33.07,1,1,10.00,1,15,35.78,
49,49,1,2,1,2,936.66,969.70,33.04,1,1,10.00,1,15,35.78,
50,50,1,2,1,2,936.79,969.90,33.11,1,1,10.00,1,15,35.78,
51,51,1,2,1,2,936.93,970.00,33.07,1,1,10.00,1,15,35.78,
52,52,1,2,1,2,937.06,970.10,33.04,1,1,10.00,1,5,35.78,
53,53,1,2,1,2,937.19,970.30,33.11,1,1,10.00,1,0,35.78,
54,54,1,2,1,2,937.33,970.40,33.07,1,1,10.00,1,5,35.78,
55,55,1,2,1,2,937.46,970.50,33.04,1,1,10.00,1,5,35.78,
56,56,1,2,1,2,937.59,970.70,33.11,1,1,10.00,1,10,35.78,
57,57,1,2,1,2,937.72,970.80,33.08,1,1,10.00,1,15,35.78,
58,58,1,2,1,2,937.86,970.90,33.04,1,1,10.00,1,10,35.78,
59,59,1,2,1,2,937.99,971.10,33.11,1,1,10.00,1,15,35.78,
60,60,1,2,1,2,938.12,971.20,33.08,1,1,10.00,1,10,35.78,
61,61,1,2,1,2,938.26,971.30,33.04,1,1,10.00,1,5,35.78,
62,62,1,2,1,2,938.39,971.40,33.01,1,1,10.00,1,5,35.78,
63,63,1,2,1,2,938.52,971.60,33.08,1,1,10.00,1,5,35.78,
64,64,1,2,1,2,938.66,971.70,33.04,1,1,10.00,1,10,35.78,
65,65,1,2,1,2,938.79,971.80,33.01,1,1,10.00,1,10,35.78,
66,66,1,2,1,2,938.92,972.00,33.08,1,1,10.00,1,10,35.78,
67,67,1,2,1,2,939.06,972.10,33.04,1,1,10.00,1,5,35.78,
68,68,1,2,1,2,939.19,972.20,33.01,1,1,10.00,1,5,35.78,
69,69,1,2,1,2,939.32,972.40,33.08,1,1,10.00,1,0,35.78,
70,70,1,2,1,2,939.46,972.50,33.04,1,1,10.00,1,15,35.78,
71,71,1,2,1,2,939.59,972.60,33.01,1,1,10.00,1,10,35.78,
72,72,1,2,1,2,939.72,972.80,33.08,1,1,10.00,1,0,35.78,
73,73,1,2,1,2,939.86,972.90,33.04,1,1,10.00,1,15,35.78,
74,74,1,2,1,2,939.99,973.00,33.01,1,1,10.00,1,5,35.78,
75,75,1,2,1,2,940.12,973.20,33.08,1,1,10.00,1,15,35.78,
76,76,1,2,1,2,940.26,973.30,33.04,1,1,10.00,1,15,35.78,
77,77,1,2,1,2,940.39,973.40,33.01,1,1,10.00,1,15,35.78,
78,78,1,2,1,2,940.52,973.60,33.08,1,1,10.00,1,5,35.78,
79,79,1,2,1,2,940.65,973.70,33.05,1,1,10.00,1,5,35.78,
80,80,1,2,1,2,940.79,973.80,33.01,1,1,10.00,1,5,35.78,
81,81,1,2,1,2,940.92,974.00,33.08,1,1,10.00,1,0,35.78,
82,82,1,2,1,2,941.05,974.10,33.05,1,1,10.00,1,15,35.78,
83,83,1,2,1,2,941.19,974.20,33.01,1,1,10.00,1,10,35.78,
84,84,1,2,1,2,941.32,974.40,33.08,1,1,10.00,1,0,35.78,
85,85,1,2,1,2,941.45,974.50,33.05,1,1,10.00,1,5,35.78,
86,86,1,2,1,2,941.59,974.60,33.01,1,1,10.00,1,10,35.78,
87,87,1,2,1,2,941.72,974.80,33.08,1,1,10.00,1,0,35.78,
88,88,1,2,1,2,941.85,974.90,33.05,1,1,10.00,1,15,35.78,
89,89,1,2,1,2,941.99,975.00,33.01,1,1,10.00,1,10,35.78,
90,90,1,2,1,2,942.12,975.20,33.08,1,1,10.00,1,15,35.78,
91,91,1,2,1,2,942.25,975.30,33.05,1,1,10.00,1,15,35.78,
92,92,1,2,1,2,942.39,975.40,33.01,1,1,10.00,1,15,35.78,
93,93,1,2,1,2,942.52,975.60,33.08,1,1,10.00,1,15,35.78,
94,94,1,2,1,2,942.65,975.70,33.05,1,1,10.00,1,5,35.78,
95,95,1,2,1,2,942.79,975.80,33.01,1,1,10.00,1,0,35.78,
96,96,1,2,1,2,942.92,976.00,33.08,1,1,10.00,1,5,35.78,
97,97,1,2,1,2,943.05,976.10,33.05,1,1,10.00,1,5,35.78,
98,98,1,2,1,2,943.19,976.20,33.01,1,1,10.00,1,10,35.78,
99,99,1,2,1,2,943.32,976.40,33.08,1,1,10.00,1,5,35.78,
100,100,1,2,1,2,943.45,976.50,33.05,1,1,10.00,1,5,35.78,
101,101,1,2,1,2,943.58,976.60,33.02,1,1,10.00,1,15,35.78,
102,102,1,2,1,2,943.72,976.80,33.08,1,1,10.00,1,10,35.78,
103,103,1,2,1,2,943.85,976.90,33.05,1,1,10.00,1,5,35.78,
104,104,1,2,1,2,943.98,977.00,33.02,1,1,10.00,1,10,35.78,
105,105,1,2,1,2,944.12,977.20,33.08,1,1,10.00,1,5,35.78,
106,106,1,2,1,2,944.25,977.30,33.05,1,1,10.00,1,10,35.78,
107,107,1,2,1,2,944.38,977.40,33.02,1,1,10.00,1,0,35.78,
108,108,1,2,1,2,944.52,977.60,33.08,1,1,10.00,1,5,35.78,
109,109,1,2,1,2,944.65,977.70,33.05,1,1,10.00,1,15,35.78,
110,110,1,2,1,2,944.78,977.80,33.02,1,1,10.00,1,10,35.78,
111,111,1,2,1,2,944.92,978.00,33.08,1,1,10.00,1,5,35.78,
112,112,1,2,1,2,945.05,978.10,33.05,1,1,10.00,1,0,35.78,
113,113,1,2,1,2,945.18,978.20,33.02,1,1,10.00,1,15,35.78,
114,114,1,2,1,2,945.32,978.40,33.08,1,1,10.00,1,5,35.78,
115,115,1,2,1,2,945.45,978.50,33.05,1,1,10.00,1,15,35.78,
116,116,1,2,1,2,945.58,978.60,33.02,1,1,10.00,1,5,35.78,
117,117,1,2,1,2,945.72,978.80,33.08,1,1,10.00,1,10,35.78,
118,118,1,2,1,2,945.85,978.90,33.05,1,1,10.00,1,5,35.78,
119,119,1,2,1,2,945.98,979.00,33.02,1,1,10.00,1,0,35.78,
120,120,1,2,1,2,946.12,979.20,33.08,1,1,10.00,1,0,35.78,
121,121,1,2,1,2,946.25,979.30,33.05,1,1,10.00,1,15,35.78,
122,122,1,2,1,2,946.38,979.40,33.02,1,1,10.00,1,5,35.78,
123,123,1,2,1,2,946.52,979.60,33.08,1,1,10.00,1,10,35.78,
124,124,1,2,1,2,946.65,979.70,33.05,1,1,10.00,1,5,35.78,
125,125,1,2,1,2,946.78,979.80,33.02,1,1,10.00,1,15,35.78,
126,126,1,2,1,2,946.91,980.00,33.09,1,1,10.00,1,0,35.78,
127,127,1,2,1,2,947.05,980.10,33.05,1,1,10.00,1,15,35.78,
128,128,1,2,1,2,947.18,980.20,33.02,1,1,10.00,1,15,35.78,
129,129,1,2,1,2,947.31,980.40,33.09,1,1,10.00,1,10,35.78,
130,130,1,2,1,2,947.45,980.50,33.05,1,1,10.00,1,5,35.78,
131,131,1,2,1,2,947.58,980.60,33.02,1,1,10.00,1,15,35.78,
132,132,1,2,1,2,947.71,980.80,33.09,1,1,10.00,1,5,35.78,
133,133,1,2,1,2,947.85,980.90,33.05,1,1,10.00,1,10,35.78,
134,134,1,2,1,2,947.98,981.00,33.02,1,1,10.00,1,10,35.78,
135,135,1,2,1,2,948.11,981.20,33.09,1,1,10.00,1,15,35.78,
136,136,1,2,1,2,948.25,981.30,33.05,1,1,10.00,1,0,35.78,
137,137,1,2,1,2,948.38,981.40,33.02,1,1,10.00,1,10,35.78,
138,138,1,2,1,2,948.51,981.60,33.09,1,1,10.00,1,10,35.78,
139,139,1,2,1,2,948.65,981.70,33.05,1,1,10.00,1,5,35.78,
140,140,1,2,1,2,948.78,981.80,33.02,1,1,10.00,1,0,35.78,
141,141,1,2,1,2,948.91,982.00,33.09,1,1,10.00,1,10,35.78,
142,142,1,2,1,2,949.05,982.10,33.05,1,1,10.00,1,15,35.78,
143,143,1,2,1,2,949.18,982.20,33.02,1,1,10.00,1,0,35.78,
144,144,1,2,1,2,949.31,982.40,33.09,1,1,10.00,1,10,35.78,
145,145,1,2,1,2,949.45,982.50,33.05,1,1,10.00,1,15,35.78,
146,146,1,2,1,2,949.58,982.60,33.02,1,1,10.00,1,0,35.78,
147,147,1,2,1,2,949.71,982.80,33.09,1,1,10.00,1,10,35.78,
148,148,1,2,1,2,949.84,982.90,33.06,1,1,10.00,1,10,35.78,
149,149,1,2,1,2,949.98,983.00,33.02,1,1,10.00,1,0,35.78,
150,150,1,2,1,2,950.11,983.20,33.09,1,1,10.00,1,0,35.78,
151,151,1,2,1,2,950.24,983.30,33.06,1,1,10.00,1,0,35.78,
152,152,1,2,1,2,950.38,983.40,33.02,1,1,10.00,1,5,35.78,
153,153,1,2,1,2,950.51,983.60,33.09,1,1,10.00,1,5,35.78,
154,154,1,2,1,2,950.64,983.70,33.06,1,1,10.00,1,15,35.78,
155,155,1,2,1,2,950.78,983.80,33.02,1,1,10.00,1,0,35.78,
156,156,1,2,1,2,950.91,984.00,33.09,1,1,10.00,1,0,35.78,
157,157,1,2,1,2,951.04,984.10,33.06,1,1,10.00,1,15,35.78,
158,158,1,2,1,2,951.18,984.20,33.02,1,1,10.00,1,0,35.78,
159,159,1,2,1,2,951.31,984.40,33.09,1,1,10.00,1,0,35.78,
160,160,1,2,1,2,951.44,984.50,33.06,1,1,10.00,1,10,35.78,
161,161,1,2,1,2,951.58,984.60,33.02,1,1,10.00,1,0,35.78,
162,162,1,2,1,2,951.71,984.80,33.09,1,1,10.00,1,10,35.78,
163,163,1,2,1,2,951.84,984.90,33.06,1,1,10.00,1,0,35.78,
164,164,1,2,1,2,951.98,985.00,33.02,1,1,10.00,1,0,35.78,
165,165,1,2,1,2,952.11,985.20,33.09,1,1,10.00,1,15,35.78,
166,166,1,2,1,2,952.24,985.30,33.06,1,1,10.00,1,5,35.78,
167,167,1,2,1,2,952.38,985.40,33.02,1,1,10.00,1,15,35.78,
168,168,1,2,1,2,952.51,985.60,33.09,1,1,10.00,1,15,35.78,
169,169,1,2,1,2,952.64,985.70,33.06,1,1,10.00,1,5,35.78,
170,170,1,2,1,2,952.77,985.80,33.03,1,1,10.00,1,15,35.78,
171,171,1,2,1,2,952.91,986.00,33.09,1,1,10.00,1,10,35.78,
172,172,1,2,1,2,953.04,986.10,33.06,1,1,10.00,1,0,35.78,
173,173,1,2,1,2,953.17,986.20,33.03,1,1,10.00,1,0,35.78,
174,174,1,2,1,2,953.31,986.40,33.09,1,1,10.00,1,0,35.78,
175,175,1,2,1,2,953.44,986.50,33.06,1,1,10.00,1,10,35.78,
176,176,1,2,1,2,953.57,986.60,33.03,1,1,10.00,1,10,35.78,
177,177,1,2,1,2,953.71,986.80,33.09,1,1,10.00,1,0,35.78,
178,178,1,2,1,2,953.84,986.90,33.06,1,1,10.00,1,15,35.78,
179,179,1,2,1,2,953.97,987.00,33.03,1,1,10.00,1,10,35.78,
180,180,1,2,1,2,954.11,987.20,33.09,1,1,10.00,1,5,35.78,
181,181,1,2,1,2,954.24,987.30,33.06,1,1,10.00,1,15,35.78,
182,182,1,2,1,2,954.37,987.40,33.03,1,1,10.00,1,15,35.78,
183,183,1,2,1,2,954.51,987.60,33.09,1,1,10.00,1,10,35.78,
184,184,1,2,1,2,954.64,987.70,33.06,1,1,10.00,1,15,35.78,
185,185,1,2,1,2,954.77,987.80,33.03,1,1,10.00,1,0,35.78,
186,186,1,2,1,2,954.91,988.00,33.09,1,1,10.00,1,0,35.78,
187,187,1,2,1,2,955.04,988.10,33.06,1,1,10.00,1,0,35.78,
188,188,1,2,1,2,955.17,988.20,33.03,1,1,10.00,1,0,35.78,
189,189,1,2,1,2,955.31,988.40,33.09,1,1,10.00,1,5,35.78,
190,190,1,2,1,2,955.44,988.50,33.06,1,1,10.00,1,10,35.78,
191,191,1,2,1,2,955.57,988.60,33.03,1,1,10.00,1,15,35.78,
192,192,1,2,1,2,955.70,988.80,33.10,1,1,10.00,1,10,35.78,
193,193,1,2,1,2,955.84,988.90,33.06,1,1,10.00,1,5,35.78,
194,194,1,2,1,2,955.97,989.00,33.03,1,1,10.00,1,5,35.78,
195,195,1,2,1,2,956.10,989.20,33.10,1,1,10.00,1,5,35.78,
196,196,1,2,1,2,956.24,989.30,33.06,1,1,10.00,1,0,35.78,
197,197,1,2,1,2,956.37,989.40,33.03,1,1,10.00,1,0,35.78,
198,198,1,2,1,2,956.50,989.60,33.10,1,1,10.00,1,15,35.78,
199,199,1,2,1,2,956.64,989.70,33.06,1,1,10.00,1,5,35.78,
200,200,1,2,1,2,956.77,989.80,33.03,1,1,10.00,1,5,35.78,
201,201,1,2,1,2,956.90,990.00,33.10,1,1,10.00,1,10,35.78,
202,202,1,2,1,2,957.04,990.10,33.06,1,1,10.00,1,10,35.78,
203,203,1,2,1,2,957.17,990.20,33.03,1,1,10.00,1,15,35.78,
204,204,1,2,1,2,957.30,990.40,33.10,1,1,10.00,1,15,35.78,
205,205,1,2,1,2,957.44,990.50,33.06,1,1,10.00,1,5,35.78,
206,206,1,2,1,2,957.57,990.60,33.03,1,1,10.00,1,15,35.78,
207,207,1,2,1,2,957.70,990.80,33.10,1,1,10.00,1,5,35.78,
208,208,1,2,1,2,957.84,990.90,33.06,1,1,10.00,1,5,35.78,
209,209,1,2,1,2,957.97,991.00,33.03,1,1,10.00,1,0,35.78,
210,210,1,2,1,2,958.10,991.20,33.10,1,1,10.00,1,0,35.78,
211,211,1,2,1,2,958.24,991.30,33.06,1,1,10.00,1,10,35.78,
212,212,1,2,1,2,958.37,991.40,33.03,1,1,10.00,1,0,35.78,
213,213,1,2,1,2,958.50,991.60,33.10,1,1,10.00,1,5,35.78,
214,214,1,2,1,2,958.63,991.70,33.07,1,1,10.00,1,0,35.78,
215,215,1,2,1,2,958.77,991.80,33.03,1,1,10.00,1,10,35.78,
216,216,1,2,1,2,958.90,992.00,33.10,1,1,10.00,1,5,35.78,
217,217,1,2,1,2,959.03,992.10,33.07,1,1,10.00,1,0,35.78,
218,218,1,2,1,2,959.17,992.20,33.03,1,1,10.00,1,0,35.78,
219,219,1,2,1,2,959.30,992.40,33.10,1,1,10.00,1,15,35.78,
220,220,1,2,1,2,959.43,992.50,33.07,1,1,10.00,1,0,35.78,
221,221,1,2,1,2,959.57,992.60,33.03,1,1,10.00,1,5,35.78,
222,222,1,2,1,2,959.70,992.80,33.10,1,1,10.00,1,15,35.78,
223,223,1,2,1,2,959.83,992.90,33.07,1,1,10.00,1,0,35.78,
224,224,1,2,1,2,959.97,993.00,33.03,1,1,10.00,1,0,35.78,
225,225,1,2,1,2,960.10,993.20,33.10,1,1,10.00,1,10,35.78,
226,226,1,2,1,2,960.23,993.30,33.07,1,1,10.00,1,5,35.78,
227,227,1,2,1,2,960.37,993.40,33.03,1,1,10.00,1,10,35.78,
228,228,1,2,1,2,960.50,993.60,33.10,1,1,10.00,1,15,35.78,
229,229,1,2,1,2,960.63,993.70,33.07,1,1,10.00,1,0,35.78,
230,230,1,2,1,2,960.77,993.80,33.03,1,1,10.00,1,0,35.78,
231,231,1,2,1,2,960.90,994.00,33.10,1,1,10.00,1,0,35.78,
232,232,1,2,1,2,961.03,994.10,33.07,1,1,10.00,1,5,35.78,
233,233,1,2,1,2,961.17,994.20,33.03,1,1,10.00,1,10,35.78,
234,234,1,2,1,2,961.30,994.40,33.10,1,1,10.00,1,15,35.78,
235,235,1,2,1,2,961.43,994.50,33.07,1,1,10.00,1,10,35.78,
236,236,1,2,1,2,961.56,994.60,33.04,1,1,10.00,1,5,35.78,
237,237,1,2,1,2,961.70,994.80,33.10,1,1,10.00,1,0,35.78,
238,238,1,2,1,2,961.83,994.90,33.07,1,1,10.00,1,0,35.78,
239,239,1,2,1,2,961.96,995.00,33.04,1,1,10.00,1,5,35.78,
240,240,1,2,1,2,962.10,995.20,33.10,1,1,10.00,1,5,35.78,
241,241,1,2,1,2,962.23,995.30,33.07,1,1,10.00,1,5,35.78,
242,242,1,2,1,2,962.36,995.40,33.04,1,1,10.00,1,10,35.78,
243,243,1,2,1,2,962.50,995.60,33.10,1,1,10.00,1,15,35.78,
244,244,1,2,1,2,962.63,995.70,33.07,1,1,10.00,1,10,35.78,
245,245,1,2,1,2,962.76,995.80,33.04,1,1,10.00,1,0,35.78,
246,246,1,2,1,2,962.90,996.00,33.10,1,1,10.00,1,0,35.78,
247,247,1,2,1,2,963.03,996.10,33.07,1,1,10.00,1,15,35.78,
248,248,1,2,1,2,963.16,996.20,33.04,1,1,10.00,1,0,35.78,
249,249,1,2,1,2,963.30,996.40,33.10,1,1,10.00,1,10,35.78,
250,250,1,2,1,2,963.43,996.50,33.07,1,1,10.00,1,5,35.78,
251,251,1,2,1,2,963.56,996.60,33.04,1,1,10.00,1,15,35.78,
252,252,1,2,1,2,963.70,996.80,33.10,1,1,10.00,1,10,35.78,
253,253,1,2,1,2,963.83,996.90,33.07,1,1,10.00,1,10,35.78,
254,254,1,2,1,2,963.96,997.00,33.04,1,1,10.00,1,15,35.78,
255,255,1,2,1,2,964.10,997.20,33.10,1,1,10.00,1,15,35.78,
256,256,1,2,1,2,964.23,997.30,33.07,1,1,10.00,1,15,35.78,
257,257,1,2,1,2,964.36,997.40,33.04,1,1,10.00,1,15,35.78,
258,258,1,2,1,2,964.49,997.60,33.10,1,1,10.00,1,10,35.78,
259,259,1,2,1,2,964.63,997.70,33.07,1,1,10.00,1,0,35.78,
260,260,1,2,1,2,964.76,997.80,33.04,1,1,10.00,1,5,35.78,
261,261,1,2,1,2,964.89,998.00,33.11,1,1,10.00,1,10,35.78,
262,262,1,2,1,2,965.03,998.10,33.07,1,1,10.00,1,15,35.78,
263,263,1,2,1,2,965.16,998.20,33.04,1,1,10.00,1,5,35.78,
264,264,1,2,1,2,965.29,998.40,33.11,1,1,10.00,1,0,35.78,
265,265,1,2,1,2,965.43,998.50,33.07,1,1,10.00,1,10,35.78,
266,266,1,2,1,2,965.56,998.60,33.04,1,1,10.00,1,5,35.78,
267,267,1,2,1,2,965.69,998.80,33.11,1,1,10.00,1,15,35.78,
268,268,1,2,1,2,965.83,998.90,33.07,1,1,10.00,1,5,35.78,
269,269,1,2,1,2,965.96,999.00,33.04,1,1,10.00,1,5,35.78,
270,270,1,2,1,2,966.09,999.20,33.11,1,1,10.00,1,10,35.78,
271,271,1,2,1,2,966.23,999.30,33.07,1,1,10.00,1,15,35.78,
272,272,1,2,1,2,966.36,999.40,33.04,1,1,10.00,1,15,35.78,
273,273,1,2,1,2,966.49,999.60,33.11,1,1,10.00,1,5,35.78,
274,274,1,2,1,2,966.63,999.70,33.07,1,1,10.00,1,15,35.78,
275,275,1,2,1,2,966.76,999.80,33.04,1,1,10.00,1,5,35.78,
276,276,1,2,1,2,966.89,1000.00,33.11,1,1,10.00,1,5,35.78,
277,277,1,2,1,2,967.03,1000.10,33.07,1,1,10.00,1,5,35.78,
278,278,1,2,1,2,967.16,1000.20,33.04,1,1,10.00,1,10,35.78,
279,279,1,2,1,2,967.29,1000.40,33.11,1,1,10.00,1,0,35.78,
280,280,1,2,1,2,967.43,1000.50,33.07,1,1,10.00,1,5,35.78,
281,281,1,2,1,2,967.56,1000.60,33.04,1,1,10.00,1,0,35.78,
282,282,1,2,1,2,967.69,1000.80,33.11,1,1,10.00,1,5,35.78,
283,283,1,2,1,2,967.82,1000.90,33.08,1,1,10.00,1,10,35.78,
284,284,1,2,1,2,967.96,1001.00,33.04,1,1,10.00,1,0,35.78,
285,285,1,2,1,2,968.09,1001.10,33.01,1,1,10.00,1,15,35.78,
286,286,1,2,1,2,968.22,1001.30,33.08,1,1,10.00,1,15,35.78,
287,287,1,2,1,2,968.36,1001.40,33.04,1,1,10.00,1,15,35.78,
288,288,1,2,1,2,968.49,1001.50,33.01,1,1,10.00,1,0,35.78,
289,289,1,2,1,2,968.62,1001.70,33.08,1,1,10.00,1,10,35.78,
290,290,1,2,1,2,968.76,1001.80,33.04,1,1,10.00,1,0,35.78,
291,291,1,2,1,2,968.89,1001.90,33.01,1,1,10.00,1,10,35.78,
292,292,1,2,1,2,969.02,1002.10,33.08,1,1,10.00,1,0,35.78,
293,293,1,2,1,2,969.16,1002.20,33.04,1,1,10.00,1,0,35.78,
294,294,1,2,1,2,969.29,1002.30,33.01,1,1,10.00,1,15,35.78,
295,295,1,2,1,2,969.42,1002.50,33.08,1,1,10.00,1,0,35.78,
296,296,1,2,1,2,969.56,1002.60,33.04,1,1,10.00,1,10,35.78,
297,297,1,2,1,2,969.69,1002.70,33.01,1,1,10.00,1,0,35.78,
298,298,1,2,1,2,969.82,1002.90,33.08,1,1,10.00,1,15,35.78,
299,299,1,2,1,2,969.96,1003.00,33.04,1,1,10.00,1,5,35.78,
300,300,1,2,1,2,970.09,1003.10,33.01,1,1,10.00,1,0,35.78,
301,301,1,2,1,2,970.22,1003.30,33.08,1,1,10.00,1,15,35.78,
302,302,1,2,1,2,970.36,1003.40,33.04,1,1,10.00,1,0,35.78,
303,303,1,2,1,2,970.49,1003.50,33.01,1,1,10.00,1,10,35.78,
304,304,1,2,1,2,970.62,1003.70,33.08,1,1,10.00,1,5,35.78,
305,305,1,2,1,2,970.75,1003.80,33.05,1,1,10.00,1,0,35.78,
306,306,1,2,1,2,970.89,1003.90,33.01,1,1,10.00,1,15,35.78,
307,307,1,2,1,2,971.02,1004.10,33.08,1,1,10.00,1,10,35.78,
308,308,1,2,1,2,971.15,1004.20,33.05,1,1,10.00,1,10,35.78,
309,309,1,2,1,2,971.29,1004.30,33.01,1,1,10.00,1,15,35.78,
310,310,1,2,1,2,971.42,1004.50,33.08,1,1,10.00,1,10,35.78,
311,311,1,2,1,2,971.55,1004.60,33.05,1,1,10.00,1,10,35.78,
312,312,1,2,1,2,971.69,1004.70,33.01,1,1,10.00,1,5,35.78,
313,313,1,2,1,2,971.82,1004.90,33.08,1,1,10.00,1,5,35.78,
314,314,1,2,1,2,971.95,1005.00,33.05,1,1,10.00,1,5,35.78,
315,315,1,2,1,2,972.09,1005.10,33.01,1,1,10.00,1,5,35.78,
316,316,1,2,1,2,972.22,1005.30,33.08,1,1,10.00,1,15,35.78,
317,317,1,2,1,2,972.35,1005.40,33.05,1,1,10.00,1,15,35.78,
318,318,1,2,1,2,972.49,1005.50,33.01,1,1,10.00,1,5,35.78,
319,319,1,2,1,2,972.62,1005.70,33.08,1,1,10.00,1,15,35.78,
320,320,1,2,1,2,972.75,1005.80,33.05,1,1,10.00,1,0,35.78,
321,321,1,2,1,2,972.89,1005.90,33.01,1,1,10.00,1,0,35.78,
322,322,1,2,1,2,973.02,1006.10,33.08,1,1,10.00,1,0,35.78,
323,323,1,2,1,2,973.15,1006.20,33.05,1,1,10.00,1,5,35.78,
324,324,1,2,1,2,973.29,1006.30,33.01,1,1,10.00,1,5,35.78,
325,325,1,2,1,2,973.42,1006.50,33.08,1,1,10.00,1,10,35.78,
326,326,1,2,1,2,973.55,1006.60,33.05,1,1,10.00,1,0,35.78,
327,327,1,2,1,2,973.68,1006.70,33.02,1,1,10.00,1,10,35.78,
328,328,1,2,1,2,973.82,1006.90,33.08,1,1,10.00,1,15,35.78,
329,329,1,2,1,2,973.95,1007.00,33.05,1,1,10.00,1,15,35.78,
330,330,1,2,1,2,974.08,1007.10,33.02,1,1,10.00,1,5,35.78,
331,331,1,2,1,2,974.22,1007.30,33.08,1,1,10.00,1,5,35.78,
332,332,1,2,1,2,974.35,1007.40,33.05,1,1,10.00,1,15,35.78,
333,333,1,2,1,2,974.48,1007.50,33.02,1,1,10.00,1,5,35.78,
334,334,1,2,1,2,974.62,1007.70,33.08,1,1,10.00,1,10,35.78,
