name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,
,31368808,,,,132684266,132684267,Local,1,0.06300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-111.993654,40.694191,0.0 -111.993824,40.695101,0.0</coordinates></LineString>","<LineString><coordinates>-111.993660,40.694190,0.0 -111.993830,40.695100,0.0</coordinates></LineString>",,,
,31368808,,,,132684267,132684266,Local,1,0.06300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-111.993836,40.695099,0.0 -111.993666,40.694189,0.0</coordinates></LineString>","<LineString><coordinates>-111.993830,40.695100,0.0 -111.993660,40.694190,0.0</coordinates></LineString>",,,
,32049118,,,,132727515,132727516,Local,1,0.05400,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.002540,40.702204,0.0 -112.001510,40.702214,0.0</coordinates></LineString>","<LineString><coordinates>-112.002540,40.702210,0.0 -112.001510,40.702220,0.0</coordinates></LineString>",,,
,32049118,,,,132727516,132727515,Local,1,0.05400,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.001510,40.702226,0.0 -112.002540,40.702216,0.0</coordinates></LineString>","<LineString><coordinates>-112.001510,40.702220,0.0 -112.002540,40.702210,0.0</coordinates></LineString>",,,
,32049120,,,,132727515,132727518,Local,1,0.05600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.002540,40.702216,0.0 -112.003610,40.702196,0.0</coordinates></LineString>","<LineString><coordinates>-112.002540,40.702210,0.0 -112.003610,40.702190,0.0</coordinates></LineString>",,,
,32049120,,,,132727518,132727515,Local,1,0.05600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.003609,40.702184,0.0 -112.002540,40.702204,0.0</coordinates></LineString>","<LineString><coordinates>-112.003610,40.702190,0.0 -112.002540,40.702210,0.0</coordinates></LineString>",,,
,32049221,,,,132727511,132727597,Minor arterial,1,0.12000,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005756,40.702360,0.0 -112.005736,40.700620,0.0</coordinates></LineString>","<LineString><coordinates>-112.005750,40.702360,0.0 -112.005730,40.700620,0.0</coordinates></LineString>",,,
,32049221,,,,132727597,132727511,Minor arterial,1,0.12000,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005724,40.700620,0.0 -112.005743,40.702360,0.0</coordinates></LineString>","<LineString><coordinates>-112.005730,40.700620,0.0 -112.005750,40.702360,0.0</coordinates></LineString>",,,
,32049239,,,,132677590,132727612,Major arterial,1,0.24100,2,45.0000,750.0000,56,120.0,12.0,"","C;F","<LineString><coordinates>-112.024886,40.703790,0.0 -112.024886,40.700300,0.0</coordinates></LineString>","<LineString><coordinates>-112.024880,40.703790,0.0 -112.024880,40.700300,0.0</coordinates></LineString>",,,
,32049239,,,,132727612,132677590,Major arterial,1,0.24100,2,45.0000,750.0000,56,120.0,12.0,"","C;F","<LineString><coordinates>-112.024874,40.700300,0.0 -112.024874,40.703790,0.0</coordinates></LineString>","<LineString><coordinates>-112.024880,40.700300,0.0 -112.024880,40.703790,0.0</coordinates></LineString>",,,
,32049268,,,,132727633,132727635,Local,1,0.04400,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.021280,40.699804,0.0 -112.020441,40.699814,0.0</coordinates></LineString>","<LineString><coordinates>-112.021280,40.699810,0.0 -112.020441,40.699820,0.0</coordinates></LineString>",,,
,32049268,,,,132727635,132727633,Local,1,0.04400,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020441,40.699826,0.0 -112.021280,40.699816,0.0</coordinates></LineString>","<LineString><coordinates>-112.020441,40.699820,0.0 -112.021280,40.699810,0.0</coordinates></LineString>",,,
,32049269,,,,132727633,132727636,Local,1,0.09600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.021280,40.699816,0.0 -112.023109,40.699816,0.0</coordinates></LineString>","<LineString><coordinates>-112.021280,40.699810,0.0 -112.023109,40.699810,0.0</coordinates></LineString>",,,
,32049269,,,,132727636,132727633,Local,1,0.09600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.023109,40.699804,0.0 -112.021280,40.699804,0.0</coordinates></LineString>","<LineString><coordinates>-112.023109,40.699810,0.0 -112.021280,40.699810,0.0</coordinates></LineString>",,,
,32049270,,,,132727635,132727637,Local,1,0.04200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020441,40.699814,0.0 -112.019650,40.699814,0.0</coordinates></LineString>","<LineString><coordinates>-112.020441,40.699820,0.0 -112.019650,40.699820,0.0</coordinates></LineString>",,,
,32049270,,,,132727637,132727635,Local,1,0.04200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.019650,40.699827,0.0 -112.020441,40.699826,0.0</coordinates></LineString>","<LineString><coordinates>-112.019650,40.699820,0.0 -112.020441,40.699820,0.0</coordinates></LineString>",,,
,32049281,,,,132727649,132727650,Local,1,0.05800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.005740,40.699804,0.0 -112.004630,40.699804,0.0</coordinates></LineString>","<LineString><coordinates>-112.005740,40.699810,0.0 -112.004630,40.699810,0.0</coordinates></LineString>",,,
,32049281,,,,132727650,132727649,Local,1,0.05800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.004630,40.699816,0.0 -112.005740,40.699816,0.0</coordinates></LineString>","<LineString><coordinates>-112.004630,40.699810,0.0 -112.005740,40.699810,0.0</coordinates></LineString>",,,
,32049282,,,,132727597,132727649,Minor arterial,1,0.05600,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005736,40.700620,0.0 -112.005747,40.699810,0.0</coordinates></LineString>","<LineString><coordinates>-112.005730,40.700620,0.0 -112.005740,40.699810,0.0</coordinates></LineString>",,,
,32049282,,,,132727649,132727597,Minor arterial,1,0.05600,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005734,40.699810,0.0 -112.005724,40.700620,0.0</coordinates></LineString>","<LineString><coordinates>-112.005740,40.699810,0.0 -112.005730,40.700620,0.0</coordinates></LineString>",,,
,32049296,,,,132727636,132727661,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.023111,40.699816,0.0 -112.023991,40.699626,0.0</coordinates></LineString>","<LineString><coordinates>-112.023109,40.699810,0.0 -112.023990,40.699620,0.0</coordinates></LineString>",,,
,32049296,,,,132727661,132727636,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.023988,40.699614,0.0 -112.023108,40.699804,0.0</coordinates></LineString>","<LineString><coordinates>-112.023990,40.699620,0.0 -112.023109,40.699810,0.0</coordinates></LineString>",,,
,32049297,,,,132727661,132727662,Local,1,0.03900,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.023983,40.699620,0.0 -112.024034,40.700180,0.0</coordinates></LineString>","<LineString><coordinates>-112.023990,40.699620,0.0 -112.024040,40.700180,0.0</coordinates></LineString>",,,
,32049297,,,,132727662,132727661,Local,1,0.03900,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.024046,40.700179,0.0 -112.023996,40.699619,0.0</coordinates></LineString>","<LineString><coordinates>-112.024040,40.700180,0.0 -112.023990,40.699620,0.0</coordinates></LineString>",,,
,32049299,,,,132727661,132727664,Local,1,0.04700,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.023990,40.699626,0.0 -112.024880,40.699606,0.0</coordinates></LineString>","<LineString><coordinates>-112.023990,40.699620,0.0 -112.024880,40.699600,0.0</coordinates></LineString>",,,
,32049299,,,,132727664,132727661,Local,1,0.04700,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.024880,40.699594,0.0 -112.023989,40.699614,0.0</coordinates></LineString>","<LineString><coordinates>-112.024880,40.699600,0.0 -112.023990,40.699620,0.0</coordinates></LineString>",,,
,32049300,,,,132727612,132727664,Major arterial,1,0.04800,2,45.0000,750.0000,56,120.0,12.0,"","C;F","<LineString><coordinates>-112.024886,40.700300,0.0 -112.024886,40.699600,0.0</coordinates></LineString>","<LineString><coordinates>-112.024880,40.700300,0.0 -112.024880,40.699600,0.0</coordinates></LineString>",,,
,32049300,,,,132727664,132727612,Major arterial,1,0.04800,2,45.0000,750.0000,56,120.0,12.0,"","C;F","<LineString><coordinates>-112.024874,40.699600,0.0 -112.024874,40.700300,0.0</coordinates></LineString>","<LineString><coordinates>-112.024880,40.699600,0.0 -112.024880,40.700300,0.0</coordinates></LineString>",,,
,32049330,,,,132727645,132727690,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013366,40.699870,0.0 -112.013367,40.699200,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.699870,0.0 -112.013360,40.699200,0.0</coordinates></LineString>",,,
,32049330,,,,132727690,132727645,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013354,40.699200,0.0 -112.013354,40.699870,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.699200,0.0 -112.013360,40.699870,0.0</coordinates></LineString>",,,
,32049331,,,,132727635,132727691,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020447,40.699821,0.0 -112.020536,40.699130,0.0</coordinates></LineString>","<LineString><coordinates>-112.020441,40.699820,0.0 -112.020530,40.699130,0.0</coordinates></LineString>",,,
,32049331,,,,132727691,132727635,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020524,40.699129,0.0 -112.020434,40.699819,0.0</coordinates></LineString>","<LineString><coordinates>-112.020530,40.699130,0.0 -112.020441,40.699820,0.0</coordinates></LineString>",,,
,32049366,,,,132727690,132727719,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013367,40.699200,0.0 -112.013366,40.698530,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.699200,0.0 -112.013360,40.698530,0.0</coordinates></LineString>",,,
,32049366,,,,132727719,132727690,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013353,40.698530,0.0 -112.013354,40.699200,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.698530,0.0 -112.013360,40.699200,0.0</coordinates></LineString>",,,
,32049368,,,,132727691,132727721,Local,1,0.05000,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020536,40.699130,0.0 -112.020516,40.698410,0.0</coordinates></LineString>","<LineString><coordinates>-112.020530,40.699130,0.0 -112.020510,40.698410,0.0</coordinates></LineString>",,,
,32049368,,,,132727721,132727691,Local,1,0.05000,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.020504,40.698410,0.0 -112.020524,40.699130,0.0</coordinates></LineString>","<LineString><coordinates>-112.020510,40.698410,0.0 -112.020530,40.699130,0.0</coordinates></LineString>",,,
,32049372,,,,132727719,132727724,Local,1,0.07600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013360,40.698536,0.0 -112.014811,40.698476,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.698530,0.0 -112.014810,40.698470,0.0</coordinates></LineString>",,,
,32049372,,,,132727724,132727719,Local,1,0.07600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.014810,40.698464,0.0 -112.013359,40.698524,0.0</coordinates></LineString>","<LineString><coordinates>-112.014810,40.698470,0.0 -112.013360,40.698530,0.0</coordinates></LineString>",,,
,32049396,,,,132727650,132727744,Local,1,0.12300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.004636,40.699810,0.0 -112.004616,40.698030,0.0</coordinates></LineString>","<LineString><coordinates>-112.004630,40.699810,0.0 -112.004609,40.698030,0.0</coordinates></LineString>",,,
,32049396,,,,132727744,132727650,Local,1,0.12300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.004603,40.698030,0.0 -112.004624,40.699810,0.0</coordinates></LineString>","<LineString><coordinates>-112.004609,40.698030,0.0 -112.004630,40.699810,0.0</coordinates></LineString>",,,
,32049397,,,,132727744,132727745,Local,1,0.05900,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.004610,40.698036,0.0 -112.005730,40.698026,0.0</coordinates></LineString>","<LineString><coordinates>-112.004609,40.698030,0.0 -112.005730,40.698020,0.0</coordinates></LineString>",,,
,32049397,,,,132727745,132727744,Local,1,0.05900,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.005730,40.698014,0.0 -112.004609,40.698024,0.0</coordinates></LineString>","<LineString><coordinates>-112.005730,40.698020,0.0 -112.004609,40.698030,0.0</coordinates></LineString>",,,
,32049398,,,,132727649,132727745,Minor arterial,1,0.12400,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005747,40.699810,0.0 -112.005736,40.698020,0.0</coordinates></LineString>","<LineString><coordinates>-112.005740,40.699810,0.0 -112.005730,40.698020,0.0</coordinates></LineString>",,,
,32049398,,,,132727745,132727649,Minor arterial,1,0.12400,1,40.0000,1500.0000,66,120.0,12.0,"","C;F","<LineString><coordinates>-112.005724,40.698020,0.0 -112.005734,40.699810,0.0</coordinates></LineString>","<LineString><coordinates>-112.005730,40.698020,0.0 -112.005740,40.699810,0.0</coordinates></LineString>",,,
,32049400,,,,132727744,132727746,Local,1,0.05500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.004609,40.698024,0.0 -112.003560,40.698034,0.0</coordinates></LineString>","<LineString><coordinates>-112.004609,40.698030,0.0 -112.003560,40.698040,0.0</coordinates></LineString>",,,
,32049400,,,,132727746,132727744,Local,1,0.05500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.003561,40.698046,0.0 -112.004610,40.698036,0.0</coordinates></LineString>","<LineString><coordinates>-112.003560,40.698040,0.0 -112.004609,40.698030,0.0</coordinates></LineString>",,,
,32049403,,,,132727746,132727748,Local,1,0.05600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.003561,40.698034,0.0 -112.002490,40.698024,0.0</coordinates></LineString>","<LineString><coordinates>-112.003560,40.698040,0.0 -112.002490,40.698030,0.0</coordinates></LineString>",,,
,32049403,,,,132727748,132727746,Local,1,0.05600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.002490,40.698036,0.0 -112.003560,40.698046,0.0</coordinates></LineString>","<LineString><coordinates>-112.002490,40.698030,0.0 -112.003560,40.698040,0.0</coordinates></LineString>",,,
,32049414,,,,132727719,132727757,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013366,40.698530,0.0 -112.013357,40.697860,0.0</coordinates></LineString>","<LineString><coordinates>-112.013360,40.698530,0.0 -112.013350,40.697860,0.0</coordinates></LineString>",,,
,32049414,,,,132727757,132727719,Local,1,0.04600,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013344,40.697860,0.0 -112.013353,40.698530,0.0</coordinates></LineString>","<LineString><coordinates>-112.013350,40.697860,0.0 -112.013360,40.698530,0.0</coordinates></LineString>",,,
,32049415,,,,132727757,132727758,Local,1,0.06300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.013351,40.697866,0.0 -112.014541,40.697776,0.0</coordinates></LineString>","<LineString><coordinates>-112.013350,40.697860,0.0 -112.014540,40.697770,0.0</coordinates></LineString>",,,
,32049415,,,,132727758,132727757,Local,1,0.06300,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.014540,40.697764,0.0 -112.013350,40.697853,0.0</coordinates></LineString>","<LineString><coordinates>-112.014540,40.697770,0.0 -112.013350,40.697860,0.0</coordinates></LineString>",,,
,32049419,,,,132727761,132727762,Local,1,0.02500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.015910,40.697754,0.0 -112.015440,40.697754,0.0</coordinates></LineString>","<LineString><coordinates>-112.015910,40.697760,0.0 -112.015440,40.697760,0.0</coordinates></LineString>",,,
,32049419,,,,132727762,132727761,Local,1,0.02500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.015440,40.697766,0.0 -112.015910,40.697766,0.0</coordinates></LineString>","<LineString><coordinates>-112.015440,40.697760,0.0 -112.015910,40.697760,0.0</coordinates></LineString>",,,
,32049420,,,,132727659,132727761,Local,1,0.13500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.015936,40.699720,0.0 -112.015916,40.697760,0.0</coordinates></LineString>","<LineString><coordinates>-112.015930,40.699720,0.0 -112.015910,40.697760,0.0</coordinates></LineString>",,,
,32049420,,,,132727761,132727659,Local,1,0.13500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.015904,40.697760,0.0 -112.015924,40.699720,0.0</coordinates></LineString>","<LineString><coordinates>-112.015910,40.697760,0.0 -112.015930,40.699720,0.0</coordinates></LineString>",,,
,32049423,,,,132727761,132727765,Local,1,0.06200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.015910,40.697766,0.0 -112.017090,40.697756,0.0</coordinates></LineString>","<LineString><coordinates>-112.015910,40.697760,0.0 -112.017090,40.697750,0.0</coordinates></LineString>",,,
,32049423,,,,132727765,132727761,Local,1,0.06200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.017090,40.697743,0.0 -112.015910,40.697754,0.0</coordinates></LineString>","<LineString><coordinates>-112.017090,40.697750,0.0 -112.015910,40.697760,0.0</coordinates></LineString>",,,
,32049424,,,,132727656,132727765,Local,1,0.13500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.017096,40.699710,0.0 -112.017097,40.697750,0.0</coordinates></LineString>","<LineString><coordinates>-112.017090,40.699710,0.0 -112.017090,40.697750,0.0</coordinates></LineString>",,,
,32049424,,,,132727765,132727656,Local,1,0.13500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.017084,40.697750,0.0 -112.017084,40.699710,0.0</coordinates></LineString>","<LineString><coordinates>-112.017090,40.697750,0.0 -112.017090,40.699710,0.0</coordinates></LineString>",,,
,32049425,,,,132727765,132727766,Local,1,0.05500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.017090,40.697756,0.0 -112.018130,40.697766,0.0</coordinates></LineString>","<LineString><coordinates>-112.017090,40.697750,0.0 -112.018130,40.697760,0.0</coordinates></LineString>",,,
,32049425,,,,132727766,132727765,Local,1,0.05500,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.018130,40.697754,0.0 -112.017090,40.697743,0.0</coordinates></LineString>","<LineString><coordinates>-112.018130,40.697760,0.0 -112.017090,40.697750,0.0</coordinates></LineString>",,,
,32049427,,,,132727748,132727768,Local,1,0.02200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.002495,40.698027,0.0 -112.002356,40.697728,0.0</coordinates></LineString>","<LineString><coordinates>-112.002490,40.698030,0.0 -112.002350,40.697730,0.0</coordinates></LineString>",,,
,32049427,,,,132727768,132727748,Local,1,0.02200,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.002345,40.697733,0.0 -112.002484,40.698032,0.0</coordinates></LineString>","<LineString><coordinates>-112.002350,40.697730,0.0 -112.002490,40.698030,0.0</coordinates></LineString>",,,
,32049432,,,,132727732,132727773,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.010956,40.698290,0.0 -112.010956,40.697590,0.0</coordinates></LineString>","<LineString><coordinates>-112.010950,40.698290,0.0 -112.010950,40.697590,0.0</coordinates></LineString>",,,
,32049432,,,,132727773,132727732,Local,1,0.04800,1,15.0000,800.0000,86,120.0,12.0,"","C;F","<LineString><coordinates>-112.010944,40.697590,0.0 -112.010943,40.698290,0.0</coordinates></LineString>","<LineString><coordinates>-112.010950,40.697590,0.0 -112.010950,40.698290,0.0</coordinates></LineString>",,,
