agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
10,-1,-1,-1,-1,1,4,1,4,0.08,6.00,c,5.92,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5931.729980,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.0; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
11,-1,-1,-1,-1,1,4,1,4,0.09,6.00,c,5.91,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5928.544922,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.0; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
12,-1,-1,-1,-1,1,4,1,4,0.10,6.00,c,5.90,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5925.359863,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.0; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
13,-1,-1,-1,-1,1,4,1,4,0.10,6.00,c,5.90,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5922.174805,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
14,-1,-1,-1,-1,1,4,1,4,0.11,6.00,c,5.89,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5918.990234,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.1; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
15,-1,-1,-1,-1,1,4,1,4,0.12,6.00,c,5.88,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5915.804688,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.1; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
16,-1,-1,-1,-1,1,4,1,4,0.13,6.00,c,5.87,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5912.619629,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.1; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
17,-1,-1,-1,-1,1,4,1,4,0.13,6.00,c,5.87,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5909.435059,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.8; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
18,-1,-1,-1,-1,1,4,1,4,0.14,6.10,c,5.96,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5948.721680,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.1; 1.9; 4.4; 6.1;,0.000000,0.000000,1.831400,3.662800,
19,-1,-1,-1,-1,1,4,1,4,0.15,6.10,c,5.95,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5945.536621,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.1; 1.9; 4.4; 6.1;,0.000000,0.000000,1.831400,3.662800,
20,-1,-1,-1,-1,1,4,1,4,0.16,6.10,c,5.94,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5942.352051,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 4.4; 6.1;,0.000000,0.000000,1.831400,3.662800,
21,-1,-1,-1,-1,1,4,1,4,0.16,6.10,c,5.94,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5939.166504,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 4.4; 6.1;,0.000000,0.000000,1.831400,3.662800,
22,-1,-1,-1,-1,1,4,1,4,0.17,6.10,c,5.93,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5935.981934,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 4.4; 6.1;,0.000000,0.000000,1.831400,3.662800,
23,-1,-1,-1,-1,1,4,1,4,0.18,6.10,c,5.92,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5932.796875,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
24,-1,-1,-1,-1,1,4,1,4,0.19,6.10,c,5.91,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5929.611816,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.1; 1.9; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
25,-1,-1,-1,-1,1,4,1,4,0.19,6.10,c,5.91,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5926.426758,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
26,-1,-1,-1,-1,1,4,1,4,0.20,6.10,c,5.90,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5923.242188,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
27,-1,-1,-1,-1,1,4,1,4,0.21,6.20,c,5.99,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5962.528809,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
28,-1,-1,-1,-1,1,4,1,4,0.22,6.20,c,5.98,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5959.343750,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
29,-1,-1,-1,-1,1,4,1,4,0.22,6.20,c,5.98,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5956.158691,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
30,-1,-1,-1,-1,1,4,1,4,0.23,6.20,c,5.97,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5952.973633,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 1.9; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
31,-1,-1,-1,-1,1,4,1,4,0.24,6.20,c,5.96,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5949.788574,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
32,-1,-1,-1,-1,1,4,1,4,0.25,6.20,c,5.95,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5946.604004,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
33,-1,-1,-1,-1,1,4,1,4,0.25,6.20,c,5.95,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5943.418457,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
34,-1,-1,-1,-1,1,4,1,4,0.26,6.20,c,5.94,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5940.233887,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
35,-1,-1,-1,-1,1,4,1,4,0.27,6.20,c,5.93,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5937.048340,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 4.5; 6.2;,0.000000,0.000000,1.831400,3.662800,
36,-1,-1,-1,-1,1,4,1,4,0.28,6.30,c,6.02,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5976.335938,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
37,-1,-1,-1,-1,1,4,1,4,0.28,6.30,c,6.02,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5973.151367,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
38,-1,-1,-1,-1,1,4,1,4,0.29,6.30,c,6.01,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5969.966309,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
39,-1,-1,-1,-1,1,4,1,4,0.30,6.30,c,6.00,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5966.781250,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
40,-1,-1,-1,-1,1,4,1,4,0.31,6.30,c,5.99,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5963.596191,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
41,-1,-1,-1,-1,1,4,1,4,0.31,6.30,c,5.99,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5960.411133,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.3; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
42,-1,-1,-1,-1,1,4,1,4,0.32,6.30,c,5.98,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5957.226074,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
43,-1,-1,-1,-1,1,4,1,4,0.33,6.30,c,5.97,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5954.041016,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.0; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
44,-1,-1,-1,-1,1,4,1,4,0.34,6.30,c,5.96,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5950.856445,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.6; 6.3;,0.000000,0.000000,1.831400,3.662800,
45,-1,-1,-1,-1,1,4,1,4,0.34,6.40,c,6.06,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5990.143555,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
46,-1,-1,-1,-1,1,4,1,4,0.35,6.40,c,6.05,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5986.958008,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
47,-1,-1,-1,-1,1,4,1,4,0.36,6.40,c,6.04,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5983.773438,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
48,-1,-1,-1,-1,1,4,1,4,0.37,6.40,c,6.03,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5980.587891,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.6; 6.4;,0.000000,0.000000,1.831400,3.662800,
49,-1,-1,-1,-1,1,4,1,4,0.37,6.40,c,6.03,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5977.403320,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.6; 6.4;,0.000000,0.000000,1.831400,3.662800,
50,-1,-1,-1,-1,1,4,1,4,0.38,6.40,c,6.02,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5974.218262,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
51,-1,-1,-1,-1,1,4,1,4,0.39,6.40,c,6.01,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5971.033203,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
52,-1,-1,-1,-1,1,4,1,4,0.40,6.40,c,6.00,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5967.848145,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
53,-1,-1,-1,-1,1,4,1,4,0.40,6.40,c,6.00,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5964.663086,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.4; 2.1; 4.7; 6.4;,0.000000,0.000000,1.831400,3.662800,
54,-1,-1,-1,-1,1,4,1,4,0.41,6.50,c,6.09,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6003.950195,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
55,-1,-1,-1,-1,1,4,1,4,0.42,6.50,c,6.08,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6000.765137,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
56,-1,-1,-1,-1,1,4,1,4,0.43,6.50,c,6.07,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5997.580078,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.1; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
57,-1,-1,-1,-1,1,4,1,4,0.43,6.50,c,6.07,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5994.395020,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.1; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
58,-1,-1,-1,-1,1,4,1,4,0.44,6.50,c,6.06,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5991.209961,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
59,-1,-1,-1,-1,1,4,1,4,0.45,6.50,c,6.05,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5988.024902,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.2; 4.8; 6.5;,0.000000,0.000000,1.831400,3.662800,
60,-1,-1,-1,-1,1,4,1,4,0.46,6.50,c,6.04,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5984.839844,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.3; 4.7; 6.5;,0.000000,0.000000,1.831400,3.662800,
61,-1,-1,-1,-1,1,4,1,4,0.46,6.50,c,6.04,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5981.655273,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.7; 6.5;,0.000000,0.000000,1.831400,3.662800,
62,-1,-1,-1,-1,1,4,1,4,0.47,6.50,c,6.03,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5978.469727,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.7; 6.5;,0.000000,0.000000,1.831400,3.662800,
63,-1,-1,-1,-1,1,4,1,4,0.48,6.60,c,6.12,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6017.756836,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
64,-1,-1,-1,-1,1,4,1,4,0.49,6.60,c,6.11,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6014.571777,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
65,-1,-1,-1,-1,1,4,1,4,0.49,6.60,c,6.11,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6011.387207,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
66,-1,-1,-1,-1,1,4,1,4,0.50,6.60,c,6.10,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6008.201660,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
67,-1,-1,-1,-1,1,4,1,4,0.51,6.60,c,6.09,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6005.017090,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
68,-1,-1,-1,-1,1,4,1,4,0.52,6.60,c,6.08,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6001.832031,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
69,-1,-1,-1,-1,1,4,1,4,0.52,6.60,c,6.08,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5998.646973,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
70,-1,-1,-1,-1,1,4,1,4,0.53,6.60,c,6.07,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5995.461914,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.2; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
71,-1,-1,-1,-1,1,4,1,4,0.54,6.60,c,6.06,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5992.276855,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.3; 4.9; 6.6;,0.000000,0.000000,1.831400,3.662800,
72,-1,-1,-1,-1,1,4,1,4,0.55,6.70,c,6.15,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6031.563965,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.4; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
73,-1,-1,-1,-1,1,4,1,4,0.55,6.70,c,6.15,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6028.378906,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
74,-1,-1,-1,-1,1,4,1,4,0.56,6.70,c,6.14,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6025.193848,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.4; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
75,-1,-1,-1,-1,1,4,1,4,0.57,6.70,c,6.13,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6022.008789,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
76,-1,-1,-1,-1,1,4,1,4,0.58,6.70,c,6.12,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6018.823730,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
77,-1,-1,-1,-1,1,4,1,4,0.58,6.70,c,6.12,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6015.639160,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
78,-1,-1,-1,-1,1,4,1,4,0.59,6.70,c,6.11,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6012.453613,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
79,-1,-1,-1,-1,1,4,1,4,0.60,6.70,c,6.10,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6009.269043,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
80,-1,-1,-1,-1,1,4,1,4,0.61,6.70,c,6.09,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6006.083984,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.3; 5.0; 6.7;,0.000000,0.000000,1.831400,3.662800,
81,-1,-1,-1,-1,1,4,1,4,0.61,6.80,c,6.19,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6045.371094,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.3; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
82,-1,-1,-1,-1,1,4,1,4,0.62,6.80,c,6.18,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6042.186523,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.3; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
83,-1,-1,-1,-1,1,4,1,4,0.63,6.80,c,6.17,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6039.001465,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.3; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
84,-1,-1,-1,-1,1,4,1,4,0.64,6.80,c,6.16,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6035.816406,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
85,-1,-1,-1,-1,1,4,1,4,0.64,6.80,c,6.16,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6032.631348,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.5; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
86,-1,-1,-1,-1,1,4,1,4,0.65,6.80,c,6.15,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6029.446289,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.5; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
87,-1,-1,-1,-1,1,4,1,4,0.66,6.80,c,6.14,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6026.261230,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
88,-1,-1,-1,-1,1,4,1,4,0.67,6.80,c,6.13,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,6023.076172,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.5; 5.1; 6.8;,0.000000,0.000000,1.831400,3.662800,
