name,link_id,TMC,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit_in_mph,saturation_flow_rate_in_vhc_per_hour_per_lane,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,geometry,original_geometry
Cent,1316,,1316,11148,Freeway,1,0.2608,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.943540,40.597890,0.0 -111.938768,40.598923,0.0</coordinates></LineString>","<LineString><coordinates>-111.943565,40.598006,0.0 -111.938793,40.599039,0.0</coordinates></LineString>"
Cent,1318,,1318,11160,Freeway,1,0.2384,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.943412,40.590773,0.0 -111.938879,40.590726,0.0</coordinates></LineString>","<LineString><coordinates>-111.943411,40.590891,0.0 -111.938878,40.590844,0.0</coordinates></LineString>"
Cent,1319,,1319,11124,Freeway,1,0.2054,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934331,40.607207,0.0 -111.931742,40.609436,0.0</coordinates></LineString>","<LineString><coordinates>-111.934408,40.607297,0.0 -111.931819,40.609526,0.0</coordinates></LineString>"
Cent,1320,,1320,5820,Freeway,1,0.3445,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934085,40.599895,0.0 -111.929200,40.603223,0.0</coordinates></LineString>","<LineString><coordinates>-111.934152,40.599993,0.0 -111.929267,40.603321,0.0</coordinates></LineString>"
Cent,1320,,1320,11148,Freeway,1,0.2527,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934176,40.600109,0.0 -111.938817,40.599155,0.0</coordinates></LineString>","<LineString><coordinates>-111.934152,40.599993,0.0 -111.938793,40.599039,0.0</coordinates></LineString>"
Cent,1322,,1322,5589,Freeway,1,0.2229,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934467,40.590996,0.0 -111.934181,40.587771,0.0</coordinates></LineString>","<LineString><coordinates>-111.934349,40.591006,0.0 -111.934063,40.587781,0.0</coordinates></LineString>"
Cent,1322,,1322,11161,Freeway,1,0.267,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934348,40.590888,0.0 -111.929271,40.590929,0.0</coordinates></LineString>","<LineString><coordinates>-111.934349,40.591006,0.0 -111.929272,40.591047,0.0</coordinates></LineString>"
Cent,1323,,1323,5592,Freeway,1,0.2697,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.921534,40.591632,0.0 -111.922291,40.587765,0.0</coordinates></LineString>","<LineString><coordinates>-111.921418,40.591609,0.0 -111.922175,40.587742,0.0</coordinates></LineString>"
Cent,1325,,1325,10853,Freeway,1,0.1583,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.907449,40.592226,0.0 -111.904440,40.592267,0.0</coordinates></LineString>","<LineString><coordinates>-111.907451,40.592344,0.0 -111.904442,40.592385,0.0</coordinates></LineString>"
Cent,1346,,1346,11172,Freeway,1,0.2518,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.943603,40.583974,0.0 -111.938817,40.584053,0.0</coordinates></LineString>","<LineString><coordinates>-111.943605,40.584092,0.0 -111.938819,40.584171,0.0</coordinates></LineString>"
Cent,1348,,1348,5210,Freeway,1,0.2525,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.943543,40.576867,0.0 -111.938742,40.576843,0.0</coordinates></LineString>","<LineString><coordinates>-111.943542,40.576985,0.0 -111.938741,40.576961,0.0</coordinates></LineString>"
Cent,1349,,1349,5210,Freeway,1,0.2309,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934350,40.576988,0.0 -111.938739,40.577079,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.938741,40.576961,0.0</coordinates></LineString>"
Cent,1349,,1349,5219,Freeway,1,0.2726,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934355,40.576752,0.0 -111.929175,40.576622,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.929172,40.576740,0.0</coordinates></LineString>"
Cent,1349,,1349,11181,Freeway,1,0.3091,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934440,40.576791,0.0 -111.931119,40.573094,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.931031,40.573173,0.0</coordinates></LineString>"
Cent,1351,,1351,5209,Freeway,1,0.2524,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.943533,40.567883,0.0 -111.938736,40.567965,0.0</coordinates></LineString>","<LineString><coordinates>-111.943535,40.568001,0.0 -111.938738,40.568083,0.0</coordinates></LineString>"
Cent,1352,,1352,5209,Freeway,1,0.2516,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.933958,40.567994,0.0 -111.938733,40.568201,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.938738,40.568083,0.0</coordinates></LineString>"
Cent,1352,,1352,6256,Freeway,1,0.254,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.933959,40.567758,0.0 -111.929135,40.567926,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.929139,40.568044,0.0</coordinates></LineString>"
Cent,1352,,1352,11181,Freeway,1,0.3966,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.933859,40.567819,0.0 -111.930927,40.573116,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.931031,40.573173,0.0</coordinates></LineString>"
Cent,1352,,1352,11261,Freeway,1,0.3863,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934081,40.567890,0.0 -111.934730,40.562312,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.934612,40.562298,0.0</coordinates></LineString>"
Cent,1353,,1353,5589,Freeway,1,0.2564,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934148,40.584062,0.0 -111.933945,40.587775,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.934063,40.587781,0.0</coordinates></LineString>"
Cent,1353,,1353,11172,Freeway,1,0.2395,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934263,40.584186,0.0 -111.938816,40.584289,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.938819,40.584171,0.0</coordinates></LineString>"
Cent,1353,,1353,11173,Freeway,1,0.2648,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.934259,40.583950,0.0 -111.929239,40.584251,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.929246,40.584369,0.0</coordinates></LineString>"
Cent,1354,,1354,5592,Freeway,1,0.2627,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.923316,40.584016,0.0 -111.922063,40.587704,0.0</coordinates></LineString>","<LineString><coordinates>-111.923428,40.584054,0.0 -111.922175,40.587742,0.0</coordinates></LineString>"
Cent,1354,,1354,11173,Freeway,1,0.3067,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.923422,40.584172,0.0 -111.929240,40.584487,0.0</coordinates></LineString>","<LineString><coordinates>-111.923428,40.584054,0.0 -111.929246,40.584369,0.0</coordinates></LineString>"
Cent,1355,,1355,5219,Freeway,1,0.2329,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.924743,40.576750,0.0 -111.929169,40.576858,0.0</coordinates></LineString>","<LineString><coordinates>-111.924746,40.576632,0.0 -111.929172,40.576740,0.0</coordinates></LineString>"
Cent,1355,,1355,11183,Freeway,1,0.2952,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.924859,40.576596,0.0 -111.923519,40.572441,0.0</coordinates></LineString>","<LineString><coordinates>-111.924746,40.576632,0.0 -111.923406,40.572477,0.0</coordinates></LineString>"
Cent,1356,,1356,6255,Freeway,1,0.2527,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.924147,40.567063,0.0 -111.919659,40.565757,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.919626,40.565871,0.0</coordinates></LineString>"
Cent,1356,,1356,6256,Freeway,1,0.271,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.924094,40.567294,0.0 -111.929119,40.568161,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.929139,40.568044,0.0</coordinates></LineString>"
Cent,1356,,1356,11183,Freeway,1,0.3674,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.923997,40.567161,0.0 -111.923289,40.572461,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.923406,40.572477,0.0</coordinates></LineString>"
Cent,1356,,1356,11259,Freeway,1,0.3823,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.924220,40.567231,0.0 -111.926843,40.562063,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.926737,40.562009,0.0</coordinates></LineString>"
Cent,1357,,1357,5174,Freeway,1,0.4171,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.914420,40.565101,0.0 -111.913987,40.559063,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.913869,40.559071,0.0</coordinates></LineString>"
Cent,1357,,1357,5588,Freeway,1,0.4955,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.914192,40.565153,0.0 -111.916908,40.572032,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.917018,40.571988,0.0</coordinates></LineString>"
Cent,1357,,1357,6255,Freeway,1,0.2849,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.914285,40.565226,0.0 -111.919609,40.565988,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.919626,40.565871,0.0</coordinates></LineString>"
Cent,1359,,1359,6185,Freeway,1,0.3586,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.911859,40.577609,0.0 -111.905549,40.575641,0.0</coordinates></LineString>","<LineString><coordinates>-111.911824,40.577722,0.0 -111.905514,40.575754,0.0</coordinates></LineString>"
Cent,1360,,1360,10850,Freeway,1,0.1651,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.901767,40.584127,0.0 -111.904108,40.585722,0.0</coordinates></LineString>","<LineString><coordinates>-111.901834,40.584029,0.0 -111.904175,40.585624,0.0</coordinates></LineString>"
Cent,1360,,1360,11489,Freeway,1,0.2373,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.901949,40.584057,0.0 -111.902767,40.580675,0.0</coordinates></LineString>","<LineString><coordinates>-111.901834,40.584029,0.0 -111.902652,40.580647,0.0</coordinates></LineString>"
Cent,1361,,1361,5728,Freeway,1,0.1705,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.902584,40.575606,0.0 -111.900886,40.573501,0.0</coordinates></LineString>","<LineString><coordinates>-111.902492,40.575680,0.0 -111.900794,40.573575,0.0</coordinates></LineString>"
Cent,1397,,1397,11261,Freeway,1,0.6112,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.936473,40.553539,0.0 -111.934496,40.562272,0.0</coordinates></LineString>","<LineString><coordinates>-111.936589,40.553565,0.0 -111.934612,40.562298,0.0</coordinates></LineString>"
Cent,1404,,1404,11257,Freeway,1,0.1389,7,20,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.908271,40.571773,0.0 -111.908489,40.569767,0.0</coordinates></LineString>","<LineString><coordinates>-111.908153,40.571760,0.0 -111.908371,40.569754,0.0</coordinates></LineString>"
300 West,3689,,3689,11507,Major arterial,1,0.094,2,25,2000,300.7,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.900757,40.562639,0.0 -111.902536,40.562511,0.0</coordinates></LineString>","<LineString><coordinates>-111.900748,40.562521,0.0 -111.902527,40.562393,0.0</coordinates></LineString>"
500 West,4156,,4156,10849,Major arterial,1,0.0946,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.901058,40.585597,0.0 -111.900788,40.584241,0.0</coordinates></LineString>","<LineString><coordinates>-111.900942,40.585620,0.0 -111.900672,40.584264,0.0</coordinates></LineString>"
500 West,4156,,4156,10850,Major arterial,1,0.17,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.900942,40.585738,0.0 -111.904175,40.585742,0.0</coordinates></LineString>","<LineString><coordinates>-111.900942,40.585620,0.0 -111.904175,40.585624,0.0</coordinates></LineString>"
700 West,4804,,4804,5106,Major arterial,1,0.2604,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910425,40.602330,0.0 -111.910386,40.598556,0.0</coordinates></LineString>","<LineString><coordinates>-111.910307,40.602331,0.0 -111.910268,40.598557,0.0</coordinates></LineString>"
700 West,4804,,4804,5109,Major arterial,1,0.2489,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910189,40.602331,0.0 -111.910197,40.605939,0.0</coordinates></LineString>","<LineString><coordinates>-111.910307,40.602331,0.0 -111.910315,40.605939,0.0</coordinates></LineString>"
700 West,4899,,4899,5030,Major arterial,1,0.2826,2,30,2000,316.5,4,120,12,9,0,0.1,,0,"<LineString><coordinates>-111.910320,40.625017,0.0 -111.910353,40.620920,0.0</coordinates></LineString>","<LineString><coordinates>-111.910202,40.625016,0.0 -111.910235,40.620919,0.0</coordinates></LineString>"
Cent,4952,,4952,1289,Freeway,1,0.2427,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.929250,40.616792,0.0 -111.933867,40.616825,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.933868,40.616707,0.0</coordinates></LineString>"
Cent,4952,,4952,1290,Freeway,1,0.2516,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.929240,40.616556,0.0 -111.924491,40.617016,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.924502,40.617134,0.0</coordinates></LineString>"
1300 West,4952,,4952,5022,Major arterial,1,0.5007,1,32,2000,666.4,4,120,12,19,0,0.1,,0,"<LineString><coordinates>-111.929369,40.616673,0.0 -111.929281,40.609414,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.929163,40.609415,0.0</coordinates></LineString>"
1300 West,4952,,4952,5440,Major arterial,1,0.5134,1,32,2000,666.4,4,120,12,19,0,0.1,,0,"<LineString><coordinates>-111.929133,40.616673,0.0 -111.929071,40.624116,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.929189,40.624117,0.0</coordinates></LineString>"
Cent,4958,,4958,1299,Freeway,1,0.1988,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.910319,40.618449,0.0 -111.908141,40.616094,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.908054,40.616174,0.0</coordinates></LineString>"
700 West,4958,,4958,5010,Principal arterial,1,0.1187,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.910350,40.618531,0.0 -111.910386,40.616810,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.910268,40.616808,0.0</coordinates></LineString>"
700 West,4958,,4958,5030,Principal arterial,1,0.1648,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.910114,40.618529,0.0 -111.910117,40.620919,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.910235,40.620919,0.0</coordinates></LineString>"
Center St,5009,,5009,5027,Principal arterial,1,0.1508,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.913164,40.610352,0.0 -111.910306,40.610537,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.910314,40.610655,0.0</coordinates></LineString>"
Holden St,5009,,5009,5240,Principal arterial,1,0.2969,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.913058,40.610436,0.0 -111.911815,40.614635,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.911929,40.614669,0.0</coordinates></LineString>"
7800 Sout,5009,,5009,5863,Principal arterial,1,0.1904,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.913179,40.610588,0.0 -111.916791,40.610383,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.916784,40.610265,0.0</coordinates></LineString>"
700 West,5010,,5010,4958,Principal arterial,1,0.1187,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910150,40.616806,0.0 -111.910114,40.618527,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.616808,0.0 -111.910232,40.618529,0.0</coordinates></LineString>"
700 West,5010,,5010,5027,Principal arterial,1,0.4245,1,35,2000,857.3,3,120,12,25,0,0.1,,0,"<LineString><coordinates>-111.910386,40.616809,0.0 -111.910432,40.610656,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.616808,0.0 -111.910314,40.610655,0.0</coordinates></LineString>"
Holden St,5010,,5010,5240,Principal arterial,1,0.1715,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910362,40.616881,0.0 -111.912023,40.614742,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.616808,0.0 -111.911929,40.614669,0.0</coordinates></LineString>"
Redwood R,5017,,5017,5018,Highway/Expressway,1,0.498,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938633,40.609519,0.0 -111.938737,40.616739,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.938855,40.616737,0.0</coordinates></LineString>"
7800 Sout,5017,,5017,11123,Principal arterial,1,0.2622,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938751,40.609635,0.0 -111.943739,40.609638,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.943739,40.609520,0.0</coordinates></LineString>"
7800 Sout,5017,,5017,11124,Principal arterial,1,0.3644,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938751,40.609399,0.0 -111.931819,40.609408,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.931819,40.609526,0.0</coordinates></LineString>"
Redwood R,5017,,5017,11146,Highway/Expressway,1,0.2497,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938869,40.609521,0.0 -111.938976,40.605902,0.0</coordinates></LineString>","<LineString><coordinates>-111.938751,40.609517,0.0 -111.938858,40.605898,0.0</coordinates></LineString>"
Cent,5018,,5018,1285,Freeway,1,0.2384,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938862,40.616855,0.0 -111.943382,40.616572,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.943375,40.616454,0.0</coordinates></LineString>"
Cent,5018,,5018,1289,Freeway,1,0.2621,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938856,40.616619,0.0 -111.933869,40.616589,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.933868,40.616707,0.0</coordinates></LineString>"
Redwood R,5018,,5018,5017,Highway/Expressway,1,0.498,3,43,2000,284.8,2,120,12,8,0,0.1,,0,"<LineString><coordinates>-111.938973,40.616735,0.0 -111.938869,40.609515,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.938751,40.609517,0.0</coordinates></LineString>"
Redwood R,5018,,5018,5436,Highway/Expressway,1,0.5069,3,43,2000,284.8,2,120,12,8,0,0.1,,0,"<LineString><coordinates>-111.938737,40.616735,0.0 -111.938624,40.624083,0.0</coordinates></LineString>","<LineString><coordinates>-111.938855,40.616737,0.0 -111.938742,40.624085,0.0</coordinates></LineString>"
1300 West,5022,,5022,4952,Major arterial,1,0.5007,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929045,40.609416,0.0 -111.929133,40.616675,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.929251,40.616674,0.0</coordinates></LineString>"
7800 Sout,5022,,5022,5524,Principal arterial,1,0.1988,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929185,40.609299,0.0 -111.925510,40.608615,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.925488,40.608731,0.0</coordinates></LineString>"
7800 Sout,5022,,5022,11124,Principal arterial,1,0.1398,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929158,40.609533,0.0 -111.931814,40.609644,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.931819,40.609526,0.0</coordinates></LineString>"
1300 West,5022,,5022,11147,Major arterial,1,0.119,1,32,2000,666.4,4,120,12,19,0,0.1,,0,"<LineString><coordinates>-111.929281,40.609420,0.0 -111.929353,40.607696,0.0</coordinates></LineString>","<LineString><coordinates>-111.929163,40.609415,0.0 -111.929235,40.607691,0.0</coordinates></LineString>"
Center St,5027,,5027,5009,Principal arterial,1,0.1508,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.910322,40.610773,0.0 -111.913180,40.610588,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.913172,40.610470,0.0</coordinates></LineString>"
700 West,5027,,5027,5010,Principal arterial,1,0.4245,1,35,2000,857.3,3,120,12,25,0,0.1,,0,"<LineString><coordinates>-111.910196,40.610654,0.0 -111.910150,40.616807,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.910268,40.616808,0.0</coordinates></LineString>"
Center St,5027,,5027,11129,Principal arterial,1,0.1417,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910303,40.610537,0.0 -111.907628,40.610793,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.907639,40.610911,0.0</coordinates></LineString>"
700 West,5027,,5027,11150,Major arterial,1,0.2378,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910432,40.610656,0.0 -111.910450,40.607208,0.0</coordinates></LineString>","<LineString><coordinates>-111.910314,40.610655,0.0 -111.910332,40.607207,0.0</coordinates></LineString>"
700 West,5030,,5030,4899,Major arterial,1,0.2826,2,30,2000,316.5,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910117,40.620918,0.0 -111.910084,40.625015,0.0</coordinates></LineString>","<LineString><coordinates>-111.910235,40.620919,0.0 -111.910202,40.625016,0.0</coordinates></LineString>"
