agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
63,-1,-1,-1,-1,1,4,1,4,0.48,5.80,c,5.32,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5677.979980,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
64,-1,-1,-1,-1,1,4,1,4,0.49,5.80,c,5.31,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5674.794922,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
65,-1,-1,-1,-1,1,4,1,4,0.49,5.80,c,5.31,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5671.609863,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
66,-1,-1,-1,-1,1,4,1,4,0.50,5.90,c,5.40,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5710.896973,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
67,-1,-1,-1,-1,1,4,1,4,0.51,5.90,c,5.39,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5707.711914,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
68,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5704.527344,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
69,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5701.342285,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
70,-1,-1,-1,-1,1,4,1,4,0.53,5.90,c,5.37,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5698.157227,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.2; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
71,-1,-1,-1,-1,1,4,1,4,0.54,5.90,c,5.36,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5694.972168,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
72,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5734.258789,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
73,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5731.074219,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
74,-1,-1,-1,-1,1,4,1,4,0.56,6.00,c,5.44,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5727.889160,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
75,-1,-1,-1,-1,1,4,1,4,0.57,6.00,c,5.43,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5724.704102,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
76,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5721.519043,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
77,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5718.333984,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
78,-1,-1,-1,-1,1,4,1,4,0.59,6.10,c,5.51,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5757.621094,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
79,-1,-1,-1,-1,1,4,1,4,0.60,6.10,c,5.50,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5754.436035,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
80,-1,-1,-1,-1,1,4,1,4,0.61,6.10,c,5.49,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5751.250977,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
81,-1,-1,-1,-1,1,4,1,4,0.61,6.10,c,5.49,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5748.065918,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
82,-1,-1,-1,-1,1,4,1,4,0.62,6.10,c,5.48,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5744.881348,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
83,-1,-1,-1,-1,1,4,1,4,0.63,6.10,c,5.47,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5741.696289,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.3; 4.2; 6.1;,0.000000,0.000000,1.831400,3.662800,
84,-1,-1,-1,-1,1,4,1,4,0.64,6.20,c,5.56,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5780.982910,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
85,-1,-1,-1,-1,1,4,1,4,0.64,6.20,c,5.56,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5777.798340,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
86,-1,-1,-1,-1,1,4,1,4,0.65,6.20,c,5.55,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5774.613281,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
87,-1,-1,-1,-1,1,4,1,4,0.66,6.20,c,5.54,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5771.428223,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
88,-1,-1,-1,-1,1,4,1,4,0.67,6.20,c,5.53,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5768.243164,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
