agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
26,-1,-1,-1,-1,1,4,1,4,0.20,5.50,c,5.30,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5668.409180,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.5;,0.000000,0.000000,1.831400,3.662800,
27,-1,-1,-1,-1,1,4,1,4,0.21,5.50,c,5.29,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5665.224121,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.5;,0.000000,0.000000,1.831400,3.662800,
28,-1,-1,-1,-1,1,4,1,4,0.22,5.50,c,5.28,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5662.039063,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.5;,0.000000,0.000000,1.831400,3.662800,
29,-1,-1,-1,-1,1,4,1,4,0.22,5.50,c,5.28,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5658.854004,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.5;,0.000000,0.000000,1.831400,3.662800,
30,-1,-1,-1,-1,1,4,1,4,0.23,5.60,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5698.141113,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
31,-1,-1,-1,-1,1,4,1,4,0.24,5.60,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5694.956055,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
32,-1,-1,-1,-1,1,4,1,4,0.25,5.60,c,5.35,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5691.770996,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
33,-1,-1,-1,-1,1,4,1,4,0.25,5.60,c,5.35,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5688.585938,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
34,-1,-1,-1,-1,1,4,1,4,0.26,5.60,c,5.34,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5685.400879,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
35,-1,-1,-1,-1,1,4,1,4,0.27,5.60,c,5.33,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5682.215820,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
36,-1,-1,-1,-1,1,4,1,4,0.28,5.60,c,5.32,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5679.031250,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
37,-1,-1,-1,-1,1,4,1,4,0.28,5.60,c,5.32,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5675.845703,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.6;,0.000000,0.000000,1.831400,3.662800,
38,-1,-1,-1,-1,1,4,1,4,0.29,5.60,c,5.31,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5672.661133,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.9; 5.6;,0.000000,0.000000,1.831400,3.662800,
39,-1,-1,-1,-1,1,4,1,4,0.30,5.60,c,5.30,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5669.476074,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.9; 5.6;,0.000000,0.000000,1.831400,3.662800,
40,-1,-1,-1,-1,1,4,1,4,0.31,5.60,c,5.29,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5666.291016,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.6;,0.000000,0.000000,1.831400,3.662800,
41,-1,-1,-1,-1,1,4,1,4,0.31,5.60,c,5.29,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5663.105957,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.6;,0.000000,0.000000,1.831400,3.662800,
42,-1,-1,-1,-1,1,4,1,4,0.32,5.70,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5702.393066,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
43,-1,-1,-1,-1,1,4,1,4,0.33,5.70,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5699.208008,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
44,-1,-1,-1,-1,1,4,1,4,0.34,5.70,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5696.022949,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
45,-1,-1,-1,-1,1,4,1,4,0.34,5.70,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5692.837891,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
46,-1,-1,-1,-1,1,4,1,4,0.35,5.70,c,5.35,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5689.652832,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
47,-1,-1,-1,-1,1,4,1,4,0.36,5.70,c,5.34,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5686.467773,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.7;,0.000000,0.000000,1.831400,3.662800,
48,-1,-1,-1,-1,1,4,1,4,0.37,5.80,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5725.754883,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.0; 5.8;,0.000000,0.000000,1.831400,3.662800,
49,-1,-1,-1,-1,1,4,1,4,0.37,5.80,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5722.570313,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.0; 5.8;,0.000000,0.000000,1.831400,3.662800,
50,-1,-1,-1,-1,1,4,1,4,0.38,5.80,c,5.42,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5719.385254,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
51,-1,-1,-1,-1,1,4,1,4,0.39,5.80,c,5.41,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5716.200195,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
52,-1,-1,-1,-1,1,4,1,4,0.40,5.80,c,5.40,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5713.015137,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
53,-1,-1,-1,-1,1,4,1,4,0.40,5.80,c,5.40,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5709.830078,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
54,-1,-1,-1,-1,1,4,1,4,0.41,5.80,c,5.39,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5706.645508,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
55,-1,-1,-1,-1,1,4,1,4,0.42,5.80,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5703.459961,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
56,-1,-1,-1,-1,1,4,1,4,0.43,5.80,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5700.275391,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
57,-1,-1,-1,-1,1,4,1,4,0.43,5.80,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5697.090332,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.1; 4.0; 5.8;,0.000000,0.000000,1.831400,3.662800,
58,-1,-1,-1,-1,1,4,1,4,0.44,5.80,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5693.905273,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.0; 5.8;,0.000000,0.000000,1.831400,3.662800,
59,-1,-1,-1,-1,1,4,1,4,0.45,5.80,c,5.35,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5690.720215,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.2; 4.0; 5.8;,0.000000,0.000000,1.831400,3.662800,
60,-1,-1,-1,-1,1,4,1,4,0.46,5.90,c,5.44,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5730.007324,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
61,-1,-1,-1,-1,1,4,1,4,0.46,5.90,c,5.44,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5726.822266,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
62,-1,-1,-1,-1,1,4,1,4,0.47,5.90,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5723.637207,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
63,-1,-1,-1,-1,1,4,1,4,0.48,5.90,c,5.42,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5720.452148,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
64,-1,-1,-1,-1,1,4,1,4,0.49,5.90,c,5.41,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5717.267090,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
65,-1,-1,-1,-1,1,4,1,4,0.49,5.90,c,5.41,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5714.082031,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
66,-1,-1,-1,-1,1,4,1,4,0.50,5.90,c,5.40,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5710.896973,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
67,-1,-1,-1,-1,1,4,1,4,0.51,5.90,c,5.39,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5707.711914,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
68,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5704.527344,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
69,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5701.342285,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
70,-1,-1,-1,-1,1,4,1,4,0.53,5.90,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5698.157227,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.2; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
71,-1,-1,-1,-1,1,4,1,4,0.54,5.90,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5694.972168,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
72,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5734.258789,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
73,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5731.074219,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
74,-1,-1,-1,-1,1,4,1,4,0.56,6.00,c,5.44,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5727.889160,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
75,-1,-1,-1,-1,1,4,1,4,0.57,6.00,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5724.704102,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
76,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5721.519043,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
77,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5718.333984,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
78,-1,-1,-1,-1,1,4,1,4,0.59,6.00,c,5.41,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5715.148926,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
79,-1,-1,-1,-1,1,4,1,4,0.60,6.00,c,5.40,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5711.963867,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
80,-1,-1,-1,-1,1,4,1,4,0.61,6.00,c,5.39,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5708.778809,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
81,-1,-1,-1,-1,1,4,1,4,0.61,6.00,c,5.39,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5705.593750,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
82,-1,-1,-1,-1,1,4,1,4,0.62,6.00,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5702.409180,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
83,-1,-1,-1,-1,1,4,1,4,0.63,6.00,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5699.224121,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.3; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
84,-1,-1,-1,-1,1,4,1,4,0.64,6.10,c,5.46,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5738.510742,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
85,-1,-1,-1,-1,1,4,1,4,0.64,6.10,c,5.46,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5735.326172,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
86,-1,-1,-1,-1,1,4,1,4,0.65,6.10,c,5.45,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5732.141113,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
87,-1,-1,-1,-1,1,4,1,4,0.66,6.10,c,5.44,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5728.956055,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
88,-1,-1,-1,-1,1,4,1,4,0.67,6.10,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5725.771484,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
