agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
38,-1,-1,-1,-1,1,2,1,2,1.75,46.90,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48402.582031,0.000000,0.000000,0.000000,0,3,1;3;2;,, 1.7; 1.9;46.9;,0.017882,-0.125179,40.253934,0.053648,
39,-1,-1,-1,-1,1,2,1,2,1.80,46.90,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48383.472656,0.000000,0.000000,0.000000,0,3,1;3;2;,, 1.7; 1.9;46.9;,0.017882,-0.125179,40.253934,0.053648,
40,-1,-1,-1,-1,1,2,1,2,1.84,47.00,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48406.835938,0.000000,0.000000,0.000000,15,3,1;3;2;,, 1.8; 1.9;47.0;,0.017882,-0.125179,40.253934,0.053648,
41,-1,-1,-1,-1,1,2,1,2,1.89,47.00,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,3,1;4;2;,, 1.8;46.9;47.0;,0.017882,-0.125179,40.253934,0.053648,
42,-1,-1,-1,-1,1,2,1,2,1.93,47.10,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48411.093750,0.000000,0.000000,0.000000,5,3,1;3;2;,, 1.9; 2.0;47.1;,0.017882,-0.125179,40.253934,0.053648,
43,-1,-1,-1,-1,1,2,1,2,1.98,47.10,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48391.984375,0.000000,0.000000,0.000000,0,3,1;3;2;,, 1.9; 2.1;47.1;,0.017882,-0.125179,40.253934,0.053648,
44,-1,-1,-1,-1,1,2,1,2,2.02,47.20,c,45.18,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48415.351563,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.0; 2.1;47.2;,0.017882,-0.125179,40.253934,0.053648,
45,-1,-1,-1,-1,1,2,1,2,2.07,47.20,c,45.13,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48396.242188,0.000000,0.000000,0.000000,0,3,1;3;2;,, 2.0; 2.2;47.2;,0.017882,-0.125179,40.253934,0.053648,
46,-1,-1,-1,-1,1,2,1,2,2.11,47.20,c,45.09,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48377.136719,0.000000,0.000000,0.000000,0,3,1;3;2;,, 2.1; 2.2;47.2;,0.017882,-0.125179,40.253934,0.053648,
47,-1,-1,-1,-1,1,2,1,2,2.16,47.30,c,45.14,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48400.500000,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.1; 2.3;47.3;,0.017882,-0.125179,40.253934,0.053648,
48,-1,-1,-1,-1,1,2,1,2,2.20,47.30,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48381.390625,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.2; 2.3;47.3;,0.017882,-0.125179,40.253934,0.053648,
49,-1,-1,-1,-1,1,2,1,2,2.25,47.40,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48404.757813,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.2; 2.3;47.4;,0.017882,-0.125179,40.253934,0.053648,
50,-1,-1,-1,-1,1,2,1,2,2.29,47.40,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48385.648438,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.2; 2.4;47.4;,0.017882,-0.125179,40.253934,0.053648,
51,-1,-1,-1,-1,1,2,1,2,2.34,47.50,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48409.011719,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.3; 2.4;47.5;,0.017882,-0.125179,40.253934,0.053648,
52,-1,-1,-1,-1,1,2,1,2,2.38,47.50,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48389.906250,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.3; 2.5;47.5;,0.017882,-0.125179,40.253934,0.053648,
53,-1,-1,-1,-1,1,2,1,2,2.43,47.60,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48413.269531,0.000000,0.000000,0.000000,0,3,1;3;2;,, 2.4; 2.5;47.6;,0.017882,-0.125179,40.253934,0.053648,
54,-1,-1,-1,-1,1,2,1,2,2.47,47.60,c,45.13,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48394.160156,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.4; 2.6;47.6;,0.017882,-0.125179,40.253934,0.053648,
55,-1,-1,-1,-1,1,2,1,2,2.52,47.60,c,45.08,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48375.054688,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.5; 2.6;47.6;,0.017882,-0.125179,40.253934,0.053648,
56,-1,-1,-1,-1,1,2,1,2,2.56,47.70,c,45.14,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48398.417969,0.000000,0.000000,0.000000,10,3,1;3;2;,, 2.5; 2.7;47.7;,0.017882,-0.125179,40.253934,0.053648,
57,-1,-1,-1,-1,1,2,1,2,2.61,47.70,c,45.09,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48379.312500,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.6; 2.7;47.7;,0.017882,-0.125179,40.253934,0.053648,
58,-1,-1,-1,-1,1,2,1,2,2.65,47.80,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48402.675781,0.000000,0.000000,0.000000,10,3,1;3;2;,, 2.6; 2.8;47.8;,0.017882,-0.125179,40.253934,0.053648,
59,-1,-1,-1,-1,1,2,1,2,2.70,47.80,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48383.566406,0.000000,0.000000,0.000000,15,3,1;3;2;,, 2.6; 2.8;47.8;,0.017882,-0.125179,40.253934,0.053648,
60,-1,-1,-1,-1,1,2,1,2,2.74,47.90,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48406.933594,0.000000,0.000000,0.000000,10,3,1;3;2;,, 2.7; 2.8;47.9;,0.017882,-0.125179,40.253934,0.053648,
61,-1,-1,-1,-1,1,2,1,2,2.79,47.90,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48387.824219,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.7; 2.9;47.9;,0.017882,-0.125179,40.253934,0.053648,
62,-1,-1,-1,-1,1,2,1,2,2.83,48.00,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48411.187500,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.8; 2.9;48.0;,0.017882,-0.125179,40.253934,0.053648,
63,-1,-1,-1,-1,1,2,1,2,2.88,48.00,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48392.082031,0.000000,0.000000,0.000000,5,3,1;3;2;,, 2.8; 3.0;48.0;,0.017882,-0.125179,40.253934,0.053648,
64,-1,-1,-1,-1,1,2,1,2,2.92,48.10,c,45.18,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48415.445313,0.000000,0.000000,0.000000,10,3,1;3;2;,, 2.9; 3.0;48.1;,0.017882,-0.125179,40.253934,0.053648,
65,-1,-1,-1,-1,1,2,1,2,2.97,48.10,c,45.13,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48396.339844,0.000000,0.000000,0.000000,10,3,1;3;2;,, 2.9; 3.1;48.1;,0.017882,-0.125179,40.253934,0.053648,
66,-1,-1,-1,-1,1,2,1,2,3.01,48.10,c,45.09,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48377.230469,0.000000,0.000000,0.000000,10,3,1;3;2;,, 3.0; 3.1;48.1;,0.017882,-0.125179,40.253934,0.053648,
67,-1,-1,-1,-1,1,2,1,2,3.06,48.20,c,45.14,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48400.593750,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.0; 3.2;48.2;,0.017882,-0.125179,40.253934,0.053648,
68,-1,-1,-1,-1,1,2,1,2,3.10,48.20,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48381.488281,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.1; 3.2;48.2;,0.017882,-0.125179,40.253934,0.053648,
69,-1,-1,-1,-1,1,2,1,2,3.15,48.30,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48404.851563,0.000000,0.000000,0.000000,0,3,1;3;2;,, 3.1; 3.2;48.3;,0.017882,-0.125179,40.253934,0.053648,
70,-1,-1,-1,-1,1,2,1,2,3.19,48.30,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48385.742188,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.1; 3.3;48.3;,0.017882,-0.125179,40.253934,0.053648,
71,-1,-1,-1,-1,1,2,1,2,3.24,48.40,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48409.109375,0.000000,0.000000,0.000000,10,3,1;3;2;,, 3.2; 3.3;48.4;,0.017882,-0.125179,40.253934,0.053648,
72,-1,-1,-1,-1,1,2,1,2,3.28,48.40,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48390.000000,0.000000,0.000000,0.000000,0,3,1;3;2;,, 3.2; 3.4;48.4;,0.017882,-0.125179,40.253934,0.053648,
73,-1,-1,-1,-1,1,2,1,2,3.33,48.50,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48413.363281,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.3; 3.4;48.5;,0.017882,-0.125179,40.253934,0.053648,
74,-1,-1,-1,-1,1,2,1,2,3.37,48.50,c,45.13,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48394.257813,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.3; 3.5;48.5;,0.017882,-0.125179,40.253934,0.053648,
75,-1,-1,-1,-1,1,2,1,2,3.42,48.50,c,45.08,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48375.148438,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.4; 3.5;48.5;,0.017882,-0.125179,40.253934,0.053648,
76,-1,-1,-1,-1,1,2,1,2,3.46,48.60,c,45.14,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48398.515625,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.4; 3.6;48.6;,0.017882,-0.125179,40.253934,0.053648,
77,-1,-1,-1,-1,1,2,1,2,3.51,48.60,c,45.09,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48379.406250,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.5; 3.6;48.6;,0.017882,-0.125179,40.253934,0.053648,
78,-1,-1,-1,-1,1,2,1,2,3.55,48.70,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48402.773438,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.5; 3.7;48.7;,0.017882,-0.125179,40.253934,0.053648,
79,-1,-1,-1,-1,1,2,1,2,3.60,48.70,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48383.664063,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.5; 3.7;48.7;,0.017882,-0.125179,40.253934,0.053648,
80,-1,-1,-1,-1,1,2,1,2,3.64,48.80,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48407.027344,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.6; 3.7;48.8;,0.017882,-0.125179,40.253934,0.053648,
81,-1,-1,-1,-1,1,2,1,2,3.69,48.80,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48387.917969,0.000000,0.000000,0.000000,0,3,1;3;2;,, 3.6; 3.8;48.8;,0.017882,-0.125179,40.253934,0.053648,
82,-1,-1,-1,-1,1,2,1,2,3.73,48.90,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48411.285156,0.000000,0.000000,0.000000,15,3,1;3;2;,, 3.7; 3.8;48.9;,0.017882,-0.125179,40.253934,0.053648,
83,-1,-1,-1,-1,1,2,1,2,3.78,48.90,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48392.175781,0.000000,0.000000,0.000000,10,3,1;3;2;,, 3.7; 3.9;48.9;,0.017882,-0.125179,40.253934,0.053648,
84,-1,-1,-1,-1,1,2,1,2,3.82,49.00,c,45.18,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48415.542969,0.000000,0.000000,0.000000,0,3,1;3;2;,, 3.8; 3.9;49.0;,0.017882,-0.125179,40.253934,0.053648,
85,-1,-1,-1,-1,1,2,1,2,3.87,49.00,c,45.13,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48396.433594,0.000000,0.000000,0.000000,5,3,1;3;2;,, 3.8; 4.0;49.0;,0.017882,-0.125179,40.253934,0.053648,
86,-1,-1,-1,-1,1,2,1,2,3.91,49.00,c,45.09,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48377.324219,0.000000,0.000000,0.000000,10,3,1;3;2;,, 3.9; 4.0;49.0;,0.017882,-0.125179,40.253934,0.053648,
87,-1,-1,-1,-1,1,2,1,2,3.96,49.10,c,45.14,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48400.691406,0.000000,0.000000,0.000000,0,3,1;3;2;,, 3.9; 4.1;49.1;,0.017882,-0.125179,40.253934,0.053648,
88,-1,-1,-1,-1,1,2,1,2,4.00,49.10,c,45.10,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48381.582031,0.000000,0.000000,0.000000,15,3,1;3;2;,, 4.0; 4.1;49.1;,0.017882,-0.125179,40.253934,0.053648,
89,-1,-1,-1,-1,1,2,1,2,4.05,49.20,c,45.15,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48404.949219,0.000000,0.000000,0.000000,10,3,1;3;2;,, 4.0; 4.1;49.2;,0.017882,-0.125179,40.253934,0.053648,
90,-1,-1,-1,-1,1,2,1,2,4.09,49.20,c,45.11,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48385.839844,0.000000,0.000000,0.000000,15,3,1;3;2;,, 4.0; 4.2;49.2;,0.017882,-0.125179,40.253934,0.053648,
91,-1,-1,-1,-1,1,2,1,2,4.14,49.30,c,45.16,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48409.203125,0.000000,0.000000,0.000000,15,3,1;3;2;,, 4.1; 4.2;49.3;,0.017882,-0.125179,40.253934,0.053648,
92,-1,-1,-1,-1,1,2,1,2,4.18,49.30,c,45.12,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48390.097656,0.000000,0.000000,0.000000,15,3,1;3;2;,, 4.1; 4.3;49.3;,0.017882,-0.125179,40.253934,0.053648,
93,-1,-1,-1,-1,1,2,1,2,4.23,49.40,c,45.17,1,1,1.00,1,10.00,0.000,45.100,0.000000,0.000000,0.000000,48413.460938,0.000000,0.000000,0.000000,15,3,1;3;2;,, 4.2; 4.3;49.4;,0.017882,-0.125179,40.253934,0.053648,
