name,node_id,zone_id,control_type,control_type_name,cycle_length_in_second,x,y,geometry
,10139,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10140,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10141,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10142,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10143,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10144,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10145,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10146,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10147,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10148,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10149,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10150,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10151,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10152,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10153,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10154,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10155,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10156,0,0,unknown_control,0,-0.001120,0.000334,"<Point><coordinates>-0.001120,0.000334</coordinates></Point>"
,10157,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10158,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10159,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10160,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10161,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10162,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10163,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10164,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10165,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10166,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10167,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10168,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10169,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10170,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10171,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10172,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10173,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10174,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10175,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10176,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10177,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10178,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10179,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10180,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10181,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10182,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10183,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10184,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10185,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10186,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10187,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10188,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10189,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10190,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10191,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10192,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10193,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10194,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10195,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10196,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10197,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10198,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10199,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10200,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10201,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10202,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10203,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10204,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10205,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10206,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10207,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10208,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10209,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10210,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10211,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10212,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10213,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10214,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10215,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10216,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10217,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10218,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10219,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10220,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10221,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10222,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10223,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10224,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10225,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10226,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10227,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10228,0,0,unknown_control,0,-0.001120,0.000334,"<Point><coordinates>-0.001120,0.000334</coordinates></Point>"
,10229,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10230,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10231,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10232,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10233,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10234,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10235,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10236,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10237,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10238,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
,10239,0,0,unknown_control,0,-0.001119,0.000334,"<Point><coordinates>-0.001119,0.000334</coordinates></Point>"
