agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
23,-1,-1,-1,-1,1,4,1,4,0.18,5.10,c,4.92,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5508.075195,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 3.7; 5.1;,0.000000,0.000000,1.831400,3.662800,
24,-1,-1,-1,-1,1,4,1,4,0.19,5.20,c,5.01,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5547.362305,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.1; 1.9; 3.7; 5.2;,0.000000,0.000000,1.831400,3.662800,
25,-1,-1,-1,-1,1,4,1,4,0.19,5.20,c,5.01,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5544.177734,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.1; 1.9; 3.8; 5.2;,0.000000,0.000000,1.831400,3.662800,
26,-1,-1,-1,-1,1,4,1,4,0.20,5.20,c,5.00,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5540.992676,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.2;,0.000000,0.000000,1.831400,3.662800,
27,-1,-1,-1,-1,1,4,1,4,0.21,5.20,c,4.99,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5537.807617,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.2;,0.000000,0.000000,1.831400,3.662800,
28,-1,-1,-1,-1,1,4,1,4,0.22,5.20,c,4.98,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5534.622559,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.2;,0.000000,0.000000,1.831400,3.662800,
29,-1,-1,-1,-1,1,4,1,4,0.22,5.20,c,4.98,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5531.437500,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.2;,0.000000,0.000000,1.831400,3.662800,
30,-1,-1,-1,-1,1,4,1,4,0.23,5.30,c,5.07,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5570.724609,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 1.9; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
31,-1,-1,-1,-1,1,4,1,4,0.24,5.30,c,5.06,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5567.540039,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
32,-1,-1,-1,-1,1,4,1,4,0.25,5.30,c,5.05,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5564.354492,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
33,-1,-1,-1,-1,1,4,1,4,0.25,5.30,c,5.05,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5561.169922,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
34,-1,-1,-1,-1,1,4,1,4,0.26,5.30,c,5.04,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5557.984375,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
35,-1,-1,-1,-1,1,4,1,4,0.27,5.30,c,5.03,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5554.799805,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.3;,0.000000,0.000000,1.831400,3.662800,
36,-1,-1,-1,-1,1,4,1,4,0.28,5.40,c,5.12,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5594.086914,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.4;,0.000000,0.000000,1.831400,3.662800,
37,-1,-1,-1,-1,1,4,1,4,0.28,5.40,c,5.12,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5590.901855,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.2; 2.0; 3.8; 5.4;,0.000000,0.000000,1.831400,3.662800,
38,-1,-1,-1,-1,1,4,1,4,0.29,5.40,c,5.11,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5587.716797,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.9; 5.4;,0.000000,0.000000,1.831400,3.662800,
39,-1,-1,-1,-1,1,4,1,4,0.30,5.40,c,5.10,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5584.531738,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.2; 2.0; 3.9; 5.4;,0.000000,0.000000,1.831400,3.662800,
40,-1,-1,-1,-1,1,4,1,4,0.31,5.40,c,5.09,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5581.346680,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.4;,0.000000,0.000000,1.831400,3.662800,
41,-1,-1,-1,-1,1,4,1,4,0.31,5.40,c,5.09,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5578.161621,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.4;,0.000000,0.000000,1.831400,3.662800,
42,-1,-1,-1,-1,1,4,1,4,0.32,5.50,c,5.18,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5617.448730,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
43,-1,-1,-1,-1,1,4,1,4,0.33,5.50,c,5.17,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5614.263672,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.0; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
44,-1,-1,-1,-1,1,4,1,4,0.34,5.50,c,5.16,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5611.079102,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
45,-1,-1,-1,-1,1,4,1,4,0.34,5.50,c,5.16,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5607.893555,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
46,-1,-1,-1,-1,1,4,1,4,0.35,5.50,c,5.15,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5604.708984,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
47,-1,-1,-1,-1,1,4,1,4,0.36,5.50,c,5.14,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5601.523926,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 3.9; 5.5;,0.000000,0.000000,1.831400,3.662800,
48,-1,-1,-1,-1,1,4,1,4,0.37,5.60,c,5.23,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5640.810547,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.0; 5.6;,0.000000,0.000000,1.831400,3.662800,
49,-1,-1,-1,-1,1,4,1,4,0.37,5.60,c,5.23,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5637.625977,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.2; 4.0; 5.6;,0.000000,0.000000,1.831400,3.662800,
50,-1,-1,-1,-1,1,4,1,4,0.38,5.60,c,5.22,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5634.440430,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.6;,0.000000,0.000000,1.831400,3.662800,
51,-1,-1,-1,-1,1,4,1,4,0.39,5.60,c,5.21,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5631.255859,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.6;,0.000000,0.000000,1.831400,3.662800,
52,-1,-1,-1,-1,1,4,1,4,0.40,5.60,c,5.20,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5628.070313,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.3; 2.1; 4.1; 5.6;,0.000000,0.000000,1.831400,3.662800,
53,-1,-1,-1,-1,1,4,1,4,0.40,5.60,c,5.20,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5624.885742,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.6;,0.000000,0.000000,1.831400,3.662800,
54,-1,-1,-1,-1,1,4,1,4,0.41,5.70,c,5.29,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5664.172852,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.7;,0.000000,0.000000,1.831400,3.662800,
55,-1,-1,-1,-1,1,4,1,4,0.42,5.70,c,5.28,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5660.987793,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.7;,0.000000,0.000000,1.831400,3.662800,
56,-1,-1,-1,-1,1,4,1,4,0.43,5.70,c,5.27,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5657.802734,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.1; 4.1; 5.7;,0.000000,0.000000,1.831400,3.662800,
57,-1,-1,-1,-1,1,4,1,4,0.43,5.70,c,5.27,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5654.618164,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.1; 4.0; 5.7;,0.000000,0.000000,1.831400,3.662800,
58,-1,-1,-1,-1,1,4,1,4,0.44,5.70,c,5.26,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5651.432617,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.0; 5.7;,0.000000,0.000000,1.831400,3.662800,
59,-1,-1,-1,-1,1,4,1,4,0.45,5.70,c,5.25,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5648.248047,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.4; 2.2; 4.0; 5.7;,0.000000,0.000000,1.831400,3.662800,
60,-1,-1,-1,-1,1,4,1,4,0.46,5.80,c,5.34,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5687.535156,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
61,-1,-1,-1,-1,1,4,1,4,0.46,5.80,c,5.34,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5684.350098,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
62,-1,-1,-1,-1,1,4,1,4,0.47,5.80,c,5.33,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5681.165039,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.3; 4.1; 5.8;,0.000000,0.000000,1.831400,3.662800,
63,-1,-1,-1,-1,1,4,1,4,0.48,5.80,c,5.32,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5677.979980,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
64,-1,-1,-1,-1,1,4,1,4,0.49,5.80,c,5.31,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5674.794922,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
65,-1,-1,-1,-1,1,4,1,4,0.49,5.80,c,5.31,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5671.609863,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.4; 2.2; 4.2; 5.8;,0.000000,0.000000,1.831400,3.662800,
66,-1,-1,-1,-1,1,4,1,4,0.50,5.90,c,5.40,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5710.896973,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
67,-1,-1,-1,-1,1,4,1,4,0.51,5.90,c,5.39,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5707.711914,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
68,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5704.527344,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
69,-1,-1,-1,-1,1,4,1,4,0.52,5.90,c,5.38,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5701.342285,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.2; 4.2; 5.9;,0.000000,0.000000,1.831400,3.662800,
70,-1,-1,-1,-1,1,4,1,4,0.53,5.90,c,5.37,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5698.157227,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.2; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
71,-1,-1,-1,-1,1,4,1,4,0.54,5.90,c,5.36,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5694.972168,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.5; 2.3; 4.1; 5.9;,0.000000,0.000000,1.831400,3.662800,
72,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5734.258789,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
73,-1,-1,-1,-1,1,4,1,4,0.55,6.00,c,5.45,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5731.074219,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
74,-1,-1,-1,-1,1,4,1,4,0.56,6.00,c,5.44,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5727.889160,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
75,-1,-1,-1,-1,1,4,1,4,0.57,6.00,c,5.43,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5724.704102,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.4; 4.2; 6.0;,0.000000,0.000000,1.831400,3.662800,
76,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5721.519043,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
77,-1,-1,-1,-1,1,4,1,4,0.58,6.00,c,5.42,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5718.333984,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.0;,0.000000,0.000000,1.831400,3.662800,
78,-1,-1,-1,-1,1,4,1,4,0.59,6.10,c,5.51,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5757.621094,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
79,-1,-1,-1,-1,1,4,1,4,0.60,6.10,c,5.50,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5754.436035,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.5; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
80,-1,-1,-1,-1,1,4,1,4,0.61,6.10,c,5.49,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5751.250977,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
81,-1,-1,-1,-1,1,4,1,4,0.61,6.10,c,5.49,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5748.065918,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
82,-1,-1,-1,-1,1,4,1,4,0.62,6.10,c,5.48,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5744.881348,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.3; 4.3; 6.1;,0.000000,0.000000,1.831400,3.662800,
83,-1,-1,-1,-1,1,4,1,4,0.63,6.10,c,5.47,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5741.696289,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.3; 4.2; 6.1;,0.000000,0.000000,1.831400,3.662800,
84,-1,-1,-1,-1,1,4,1,4,0.64,6.20,c,5.56,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5780.982910,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
85,-1,-1,-1,-1,1,4,1,4,0.64,6.20,c,5.56,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5777.798340,0.000000,0.000000,0.000000,5,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
86,-1,-1,-1,-1,1,4,1,4,0.65,6.20,c,5.55,1,1,1.00,2,10.00,0.000,4.000,0.000000,0.000000,0.000000,5774.613281,0.000000,0.000000,0.000000,10,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
87,-1,-1,-1,-1,1,4,1,4,0.66,6.20,c,5.54,1,1,1.00,1,10.00,0.000,4.000,0.000000,0.000000,0.000000,5771.428223,0.000000,0.000000,0.000000,0,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
88,-1,-1,-1,-1,1,4,1,4,0.67,6.20,c,5.53,1,1,1.00,3,10.00,0.000,4.000,0.000000,0.000000,0.000000,5768.243164,0.000000,0.000000,0.000000,15,4,1;5;6;4;,, 0.6; 2.5; 4.3; 6.2;,0.000000,0.000000,1.831400,3.662800,
